scenario,domain,language_scenario,agent_llm,agent_family,role,experiment_count,turns_total,mean_language_correctness,drift_trial_count,mean_drift_turn,non_target_lang_proportion,detected_lang_proportion
3-crosslingual,telecom,filipino,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen3-235b,user,1,1616,0.990099,8,3.0,en_0.006|hr_0.002|br_0.001|fr_0.001,tl_0.990|en_0.006|hr_0.002|br_0.001|fr_0.001
3-crosslingual,telecom,filipino,openrouter/openai/gpt-5-mini,gpt-5-mini,user,1,2791,0.967037,58,26.0,en_0.021|es_0.001|id_0.001|ilo_0.001|io_0.001|it_0.001|la_0.001|ms_0.001|ro_0.001|ceb_0.000|de_0.000|fr_0.000|ja_0.000|ko_0.000|lt_0.000|pl_0.000|pt_0.000|qu_0.000|ru_0.000|sv_0.000|tr_0.000,tl_0.967|en_0.021|es_0.001|id_0.001|ilo_0.001|io_0.001|it_0.001|la_0.001|ms_0.001|ro_0.001|ceb_0.000|de_0.000|fr_0.000|ja_0.000|ko_0.000|lt_0.000|pl_0.000|pt_0.000|qu_0.000|ru_0.000|sv_0.000|tr_0.000
3-crosslingual,telecom,filipino,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,user,1,3240,0.991358,25,27.0,en_0.006|fr_0.001|ro_0.001|eo_0.000,tl_0.991|en_0.006|fr_0.001|ro_0.001|eo_0.000
3-crosslingual,telecom,indonesian,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen3-235b,user,1,3242,0.994448,15,23.0,ms_0.006,id_0.994|ms_0.006
3-crosslingual,telecom,indonesian,openrouter/openai/gpt-5-mini,gpt-5-mini,user,1,4299,0.986043,44,34.0,ms_0.007|en_0.005|bn_0.000|fi_0.000|it_0.000|ja_0.000|sr_0.000|sw_0.000|tl_0.000|tr_0.000,id_0.986|ms_0.007|en_0.005|bn_0.000|fi_0.000|it_0.000|ja_0.000|sr_0.000|sw_0.000|tl_0.000|tr_0.000
3-crosslingual,telecom,indonesian,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,user,1,3567,0.996636,8,29.0,ms_0.003,id_0.997|ms_0.003
3-crosslingual,telecom,thai,azure/kimi-k2.5,kimi-k2.5,user,1,2636,1.0,0,,,th_1.000
3-crosslingual,telecom,thai,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen3-235b,user,1,1903,1.0,0,,,th_1.000
3-crosslingual,telecom,thai,openrouter/openai/gpt-5-mini,gpt-5-mini,user,1,3260,0.997853,5,57.0,en_0.001|ko_0.001|la_0.000,th_0.998|en_0.001|ko_0.001|la_0.000
3-crosslingual,telecom,vietnamese,azure/kimi-k2.5,kimi-k2.5,user,1,3287,1.0,0,,,vi_1.000
3-crosslingual,telecom,vietnamese,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen3-235b,user,1,2446,1.0,0,,,vi_1.000
3-crosslingual,telecom,vietnamese,openrouter/openai/gpt-5-mini,gpt-5-mini,user,1,4321,0.994677,6,26.0,ja_0.002|en_0.001|zh_0.001|fa_0.000|id_0.000|ko_0.000|la_0.000|sv_0.000,vi_0.995|ja_0.002|en_0.001|zh_0.001|fa_0.000|id_0.000|ko_0.000|la_0.000|sv_0.000
4-translated,airline,chinese,azure/gpt-5-mini,gpt-5-mini,user,1,557,0.994614,3,10.0,de_0.002|ko_0.002|sr_0.002,zh_0.995|de_0.002|ko_0.002|sr_0.002
4-translated,airline,chinese,nebius/moonshotai/Kimi-K2.5,kimi-k2.5,user,1,631,1.0,0,,,zh_1.000
4-translated,airline,chinese,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,user,1,399,1.0,0,,,zh_1.000
4-translated,airline,chinese,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,user,1,617,1.0,0,,,zh_1.000
4-translated,airline,filipino,azure/gpt-5-mini,gpt-5-mini,user,1,526,0.931559,27,9.0,en_0.040|it_0.006|es_0.004|la_0.004|ceb_0.002|et_0.002|id_0.002|no_0.002|pl_0.002|ru_0.002|sah_0.002|si_0.002,tl_0.932|en_0.040|it_0.006|es_0.004|la_0.004|ceb_0.002|et_0.002|id_0.002|no_0.002|pl_0.002|ru_0.002|sah_0.002|si_0.002
4-translated,airline,filipino,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,user,1,530,0.979245,8,3.0,ca_0.008|it_0.006|ja_0.004|en_0.002|hr_0.002,tl_0.979|ca_0.008|it_0.006|ja_0.004|en_0.002|hr_0.002
4-translated,airline,filipino,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,user,1,648,0.973765,15,3.0,en_0.009|it_0.006|ca_0.005|lt_0.003|hu_0.002|io_0.002,tl_0.974|en_0.009|it_0.006|ca_0.005|lt_0.003|hu_0.002|io_0.002
4-translated,airline,indonesian,azure/gpt-5-mini,gpt-5-mini,user,1,492,0.955285,17,11.0,en_0.018|sw_0.014|ms_0.004|eo_0.002|es_0.002|fr_0.002|jv_0.002,id_0.955|en_0.018|sw_0.014|ms_0.004|eo_0.002|es_0.002|fr_0.002|jv_0.002
4-translated,airline,indonesian,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,user,1,579,0.989637,3,3.0,ca_0.005|ja_0.005,id_0.990|ca_0.005|ja_0.005
4-translated,airline,indonesian,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,user,1,674,0.991098,4,10.0,ca_0.003|ja_0.003|ms_0.003,id_0.991|ca_0.003|ja_0.003|ms_0.003
4-translated,airline,thai,azure/gpt-5-mini,gpt-5-mini,user,1,631,0.995246,3,8.0,en_0.005,th_0.995|en_0.005
4-translated,airline,thai,nebius/moonshotai/Kimi-K2.5,kimi-k2.5,user,1,573,1.0,0,,,th_1.000
4-translated,airline,thai,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,user,1,433,0.997691,1,3.0,it_0.002,th_0.998|it_0.002
4-translated,airline,thai,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,user,1,579,1.0,0,,,th_1.000
4-translated,airline,vietnamese,azure/gpt-5-mini,gpt-5-mini,user,1,590,0.986441,6,16.5,en_0.005|es_0.005|ca_0.003,vi_0.986|en_0.005|es_0.005|ca_0.003
4-translated,airline,vietnamese,azure/kimi-k2.5,kimi-k2.5,user,1,597,1.0,0,,,vi_1.000
4-translated,airline,vietnamese,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,user,1,553,0.998192,1,3.0,it_0.002,vi_0.998|it_0.002
4-translated,airline,vietnamese,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,user,1,607,1.0,0,,,vi_1.000
4-translated,retail,chinese,azure/gpt-5-mini,gpt-5-mini,user,1,1949,0.978964,30,16.5,en_0.009|ja_0.004|yue_0.002|de_0.001|es_0.001|fr_0.001|hu_0.001|kn_0.001|ru_0.001|uk_0.001|wuu_0.001,zh_0.979|en_0.009|ja_0.004|yue_0.002|de_0.001|es_0.001|fr_0.001|hu_0.001|kn_0.001|ru_0.001|uk_0.001|wuu_0.001
4-translated,retail,chinese,azure/kimi-k2.5,kimi-k2.5,user,1,1631,0.988964,16,3.0,de_0.004|ja_0.003|fr_0.002|en_0.001|hu_0.001|sr_0.001,zh_0.989|de_0.004|ja_0.003|fr_0.002|en_0.001|hu_0.001|sr_0.001
4-translated,retail,chinese,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,user,1,1569,0.982792,22,3.0,en_0.006|de_0.005|fr_0.003|hu_0.002|es_0.001|uk_0.001,zh_0.983|en_0.006|de_0.005|fr_0.003|hu_0.002|es_0.001|uk_0.001
4-translated,retail,filipino,azure/gpt-5-mini,gpt-5-mini,user,1,1786,0.953527,64,13.0,en_0.024|ceb_0.004|id_0.003|es_0.002|ja_0.002|war_0.002|bn_0.001|ca_0.001|de_0.001|fr_0.001|hr_0.001|io_0.001|it_0.001|lt_0.001|ms_0.001|nl_0.001|ro_0.001|ru_0.001|sco_0.001|sh_0.001|so_0.001|ug_0.001,tl_0.954|en_0.024|ceb_0.004|id_0.003|es_0.002|ja_0.002|war_0.002|bn_0.001|ca_0.001|de_0.001|fr_0.001|hr_0.001|io_0.001|it_0.001|lt_0.001|ms_0.001|nl_0.001|ro_0.001|ru_0.001|sco_0.001|sh_0.001|so_0.001|ug_0.001
4-translated,retail,filipino,nebius/moonshotai/Kimi-K2.5,kimi-k2.5,user,1,1647,0.935641,70,5.0,en_0.035|lt_0.007|fr_0.005|de_0.004|id_0.002|ro_0.002|als_0.001|ceb_0.001|gl_0.001|hr_0.001|io_0.001|it_0.001|kk_0.001|la_0.001|ru_0.001|sh_0.001|tr_0.001,tl_0.936|en_0.035|lt_0.007|fr_0.005|de_0.004|id_0.002|ro_0.002|als_0.001|ceb_0.001|gl_0.001|hr_0.001|io_0.001|it_0.001|kk_0.001|la_0.001|ru_0.001|sh_0.001|tr_0.001
4-translated,retail,filipino,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,user,1,1684,0.932898,84,5.0,en_0.035|lt_0.010|de_0.004|ceb_0.003|id_0.003|es_0.001|fr_0.001|gl_0.001|hu_0.001|io_0.001|it_0.001|ja_0.001|la_0.001|lv_0.001|ms_0.001|nl_0.001|ro_0.001|ru_0.001|sh_0.001|sq_0.001|war_0.001,tl_0.933|en_0.035|lt_0.010|de_0.004|ceb_0.003|id_0.003|es_0.001|fr_0.001|gl_0.001|hu_0.001|io_0.001|it_0.001|ja_0.001|la_0.001|lv_0.001|ms_0.001|nl_0.001|ro_0.001|ru_0.001|sh_0.001|sq_0.001|war_0.001
4-translated,retail,indonesian,azure/gpt-5-mini,gpt-5-mini,user,1,1557,0.961464,53,17.0,en_0.017|ms_0.006|sw_0.006|es_0.002|sk_0.002|az_0.001|de_0.001|eo_0.001|it_0.001|tr_0.001,id_0.961|en_0.017|ms_0.006|sw_0.006|es_0.002|sk_0.002|az_0.001|de_0.001|eo_0.001|it_0.001|tr_0.001
4-translated,retail,indonesian,nebius/moonshotai/Kimi-K2.5,kimi-k2.5,user,1,1579,0.975934,28,3.0,en_0.008|ms_0.007|de_0.004|fr_0.003|gu_0.001|it_0.001|sw_0.001,id_0.976|en_0.008|ms_0.007|de_0.004|fr_0.003|gu_0.001|it_0.001|sw_0.001
4-translated,retail,indonesian,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,user,1,1584,0.975379,33,3.0,en_0.009|de_0.005|ms_0.005|fr_0.004|ru_0.001,id_0.975|en_0.009|de_0.005|ms_0.005|fr_0.004|ru_0.001
4-translated,retail,indonesian,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,user,1,1680,0.971429,41,3.0,en_0.017|ms_0.005|de_0.004|es_0.001|nl_0.001|sw_0.001|tr_0.001,id_0.971|en_0.017|ms_0.005|de_0.004|es_0.001|nl_0.001|sw_0.001|tr_0.001
4-translated,retail,thai,azure/gpt-5-mini,gpt-5-mini,user,1,1873,0.996263,4,19.0,en_0.002|de_0.001|ru_0.001,th_0.996|en_0.002|de_0.001|ru_0.001
4-translated,retail,thai,nebius/moonshotai/Kimi-K2.5,kimi-k2.5,user,1,1467,0.995228,6,3.0,de_0.003|en_0.001|ru_0.001,th_0.995|de_0.003|en_0.001|ru_0.001
4-translated,retail,thai,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,user,1,1449,0.992409,11,3.0,de_0.003|en_0.003|it_0.001,th_0.992|de_0.003|en_0.003|it_0.001
4-translated,retail,vietnamese,azure/gpt-5-mini,gpt-5-mini,user,1,1630,0.991411,12,15.0,es_0.002|ca_0.001|de_0.001|en_0.001|fr_0.001|ru_0.001|uk_0.001|war_0.001,vi_0.991|es_0.002|ca_0.001|de_0.001|en_0.001|fr_0.001|ru_0.001|uk_0.001|war_0.001
4-translated,retail,vietnamese,azure/kimi-k2.5,kimi-k2.5,user,1,1527,0.992141,10,3.0,de_0.003|en_0.002|ru_0.002|fr_0.001,vi_0.992|de_0.003|en_0.002|ru_0.002|fr_0.001
4-translated,retail,vietnamese,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,user,1,1545,0.98123,20,3.0,en_0.005|de_0.003|fr_0.003|ru_0.002|ca_0.001|eu_0.001|hu_0.001|it_0.001|pl_0.001|uk_0.001,vi_0.981|en_0.005|de_0.003|fr_0.003|ru_0.002|ca_0.001|eu_0.001|hu_0.001|it_0.001|pl_0.001|uk_0.001
4-translated,telecom,chinese,azure/gpt-5-mini,gpt-5-mini,user,1,1948,1.0,0,,,zh_1.000
4-translated,telecom,chinese,openrouter/moonshotai/kimi-k2.5,kimi-k2.5,user,1,2487,0.998794,3,23.0,en_0.001,zh_0.999|en_0.001
4-translated,telecom,chinese,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,user,1,2657,0.994355,6,14.0,en_0.006,zh_0.994|en_0.006
4-translated,telecom,filipino,azure/gpt-5-mini,gpt-5-mini,user,1,3545,0.975176,58,55.0,en_0.015|fr_0.002|ceb_0.001|es_0.001|id_0.001|io_0.001|kw_0.001|cs_0.000|de_0.000|hr_0.000|ie_0.000|it_0.000|ja_0.000|lo_0.000|lt_0.000|pt_0.000|ro_0.000|ru_0.000|sh_0.000|ta_0.000|zh_0.000,tl_0.975|en_0.015|fr_0.002|ceb_0.001|es_0.001|id_0.001|io_0.001|kw_0.001|cs_0.000|de_0.000|hr_0.000|ie_0.000|it_0.000|ja_0.000|lo_0.000|lt_0.000|pt_0.000|ro_0.000|ru_0.000|sh_0.000|ta_0.000|zh_0.000
4-translated,telecom,filipino,openrouter/moonshotai/kimi-k2.5,kimi-k2.5,user,1,3006,0.998004,6,53.0,en_0.001|ceb_0.000|ro_0.000,tl_0.998|en_0.001|ceb_0.000|ro_0.000
4-translated,telecom,filipino,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,user,1,2876,0.995828,11,13.0,en_0.003|de_0.000|ro_0.000,tl_0.996|en_0.003|de_0.000|ro_0.000
4-translated,telecom,indonesian,azure/gpt-5-mini,gpt-5-mini,user,1,3318,0.990958,23,38.0,ms_0.007|en_0.001|it_0.001|fr_0.000|jv_0.000|pl_0.000,id_0.991|ms_0.007|en_0.001|it_0.001|fr_0.000|jv_0.000|pl_0.000
4-translated,telecom,indonesian,openrouter/moonshotai/kimi-k2.5,kimi-k2.5,user,1,3442,0.995642,15,23.0,ms_0.004,id_0.996|ms_0.004
4-translated,telecom,indonesian,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,user,1,3478,0.993387,20,17.0,ms_0.006|en_0.000,id_0.993|ms_0.006|en_0.000
4-translated,telecom,thai,azure/gpt-5-mini,gpt-5-mini,user,1,3925,0.99949,2,43.0,fr_0.000|zh_0.000,th_0.999|fr_0.000|zh_0.000
4-translated,telecom,thai,openrouter/moonshotai/kimi-k2.5,kimi-k2.5,user,1,3224,0.99938,2,28.0,ko_0.000|zh_0.000,th_0.999|ko_0.000|zh_0.000
4-translated,telecom,thai,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,user,1,2985,0.997655,5,33.0,en_0.002|sv_0.000,th_0.998|en_0.002|sv_0.000
4-translated,telecom,vietnamese,azure/gpt-5-mini,gpt-5-mini,user,1,4587,0.999564,2,74.0,en_0.000,vi_1.000|en_0.000
4-translated,telecom,vietnamese,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,user,1,3441,0.999128,2,62.0,en_0.001,vi_0.999|en_0.001
1-english-only,airline,english,azure/kimi-k2.5,kimi-k2.5,agent,1,897,1.0,0,,,en_1.000
1-english-only,airline,english,openai/gpt-5-mini,gpt-5-mini,agent,1,652,1.0,0,,,en_1.000
1-english-only,retail,english,azure/kimi-k2.5,kimi-k2.5,agent,1,2177,1.0,0,,,en_1.000
1-english-only,retail,english,openai/gpt-5-mini,gpt-5-mini,agent,1,1750,1.0,0,,,en_1.000
1-english-only,retail,english,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,agent,1,1738,1.0,0,,,en_1.000
1-english-only,telecom,english,azure/kimi-k2.5,kimi-k2.5,agent,1,3227,1.0,0,,,en_1.000
1-english-only,telecom,english,openai/gpt-5-mini,gpt-5-mini,agent,1,3103,0.999678,1,26.0,pa_0.000,en_1.000|pa_0.000
1-english-only,telecom,english,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,agent,1,2990,1.0,0,,,en_1.000
2-multilingual-tools,airline,chinese,openai/gpt-5-mini,gpt-5-mini,agent,1,697,1.0,0,,,en_1.000
2-multilingual-tools,airline,chinese,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,826,1.0,0,,,en_1.000
2-multilingual-tools,airline,filipino,openai/gpt-5-mini,gpt-5-mini,agent,1,675,1.0,0,,,en_1.000
2-multilingual-tools,airline,filipino,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,833,1.0,0,,,en_1.000
2-multilingual-tools,airline,indonesian,openai/gpt-5-mini,gpt-5-mini,agent,1,678,1.0,0,,,en_1.000
2-multilingual-tools,airline,indonesian,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,803,1.0,0,,,en_1.000
2-multilingual-tools,airline,thai,openai/gpt-5-mini,gpt-5-mini,agent,1,684,1.0,0,,,en_1.000
2-multilingual-tools,airline,thai,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,856,1.0,0,,,en_1.000
2-multilingual-tools,airline,tool_mix_2,openai/gpt-5-mini,gpt-5-mini,agent,1,665,0.998496,1,43.0,el_0.002,en_0.998|el_0.002
2-multilingual-tools,airline,tool_mix_2,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,779,1.0,0,,,en_1.000
2-multilingual-tools,airline,tool_mix_3,openai/gpt-5-mini,gpt-5-mini,agent,1,699,1.0,0,,,en_1.000
2-multilingual-tools,airline,tool_mix_3,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,838,1.0,0,,,en_1.000
2-multilingual-tools,airline,tool_mix_4,openai/gpt-5-mini,gpt-5-mini,agent,1,714,1.0,0,,,en_1.000
2-multilingual-tools,airline,tool_mix_4,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,795,1.0,0,,,en_1.000
2-multilingual-tools,airline,tool_mix_5,openai/gpt-5-mini,gpt-5-mini,agent,1,666,1.0,0,,,en_1.000
2-multilingual-tools,airline,tool_mix_5,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,821,1.0,0,,,en_1.000
2-multilingual-tools,airline,vietnamese,openai/gpt-5-mini,gpt-5-mini,agent,1,697,1.0,0,,,en_1.000
2-multilingual-tools,airline,vietnamese,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,790,1.0,0,,,en_1.000
2-multilingual-tools,retail,chinese,openai/gpt-5-mini,gpt-5-mini,agent,1,1704,1.0,0,,,en_1.000
2-multilingual-tools,retail,chinese,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,1907,1.0,0,,,en_1.000
2-multilingual-tools,retail,filipino,openai/gpt-5-mini,gpt-5-mini,agent,1,1730,1.0,0,,,en_1.000
2-multilingual-tools,retail,filipino,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,1924,1.0,0,,,en_1.000
2-multilingual-tools,retail,indonesian,openai/gpt-5-mini,gpt-5-mini,agent,1,1735,1.0,0,,,en_1.000
2-multilingual-tools,retail,indonesian,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,1911,1.0,0,,,en_1.000
2-multilingual-tools,retail,thai,openai/gpt-5-mini,gpt-5-mini,agent,1,1740,1.0,0,,,en_1.000
2-multilingual-tools,retail,thai,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,1905,1.0,0,,,en_1.000
2-multilingual-tools,retail,tool_mix_2,openai/gpt-5-mini,gpt-5-mini,agent,1,1751,1.0,0,,,en_1.000
2-multilingual-tools,retail,tool_mix_2,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,1879,1.0,0,,,en_1.000
2-multilingual-tools,retail,tool_mix_3,openai/gpt-5-mini,gpt-5-mini,agent,1,1746,1.0,0,,,en_1.000
2-multilingual-tools,retail,tool_mix_3,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,1972,1.0,0,,,en_1.000
2-multilingual-tools,retail,tool_mix_4,openai/gpt-5-mini,gpt-5-mini,agent,1,1812,1.0,0,,,en_1.000
2-multilingual-tools,retail,tool_mix_4,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,1975,1.0,0,,,en_1.000
2-multilingual-tools,retail,tool_mix_5,openai/gpt-5-mini,gpt-5-mini,agent,1,1790,1.0,0,,,en_1.000
2-multilingual-tools,retail,tool_mix_5,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,1946,1.0,0,,,en_1.000
2-multilingual-tools,retail,vietnamese,openai/gpt-5-mini,gpt-5-mini,agent,1,1743,1.0,0,,,en_1.000
2-multilingual-tools,retail,vietnamese,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,1948,1.0,0,,,en_1.000
2-multilingual-tools,telecom,chinese,openai/gpt-5-mini,gpt-5-mini,agent,1,2987,0.999665,1,18.0,pa_0.000,en_1.000|pa_0.000
2-multilingual-tools,telecom,chinese,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,4202,0.979534,69,30.0,ko_0.019|si_0.001|la_0.000,en_0.980|ko_0.019|si_0.001|la_0.000
2-multilingual-tools,telecom,filipino,openai/gpt-5-mini,gpt-5-mini,agent,1,2928,1.0,0,,,en_1.000
2-multilingual-tools,telecom,filipino,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,3883,0.979397,53,24.0,ko_0.019|si_0.001,en_0.979|ko_0.019|si_0.001
2-multilingual-tools,telecom,indonesian,openai/gpt-5-mini,gpt-5-mini,agent,1,2864,1.0,0,,,en_1.000
2-multilingual-tools,telecom,indonesian,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,3875,0.985548,41,22.0,ko_0.013|si_0.001,en_0.986|ko_0.013|si_0.001
2-multilingual-tools,telecom,thai,openai/gpt-5-mini,gpt-5-mini,agent,1,2784,1.0,0,,,en_1.000
2-multilingual-tools,telecom,thai,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,3663,0.990445,24,32.0,ko_0.010,en_0.990|ko_0.010
2-multilingual-tools,telecom,tool_mix_2,openai/gpt-5-mini,gpt-5-mini,agent,1,2869,0.999651,1,32.0,ja_0.000,en_1.000|ja_0.000
2-multilingual-tools,telecom,tool_mix_2,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,3907,0.983875,49,24.0,ko_0.016|si_0.001,en_0.984|ko_0.016|si_0.001
2-multilingual-tools,telecom,tool_mix_3,openai/gpt-5-mini,gpt-5-mini,agent,1,2989,1.0,0,,,en_1.000
2-multilingual-tools,telecom,tool_mix_3,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,3701,0.982978,38,27.0,ko_0.016|si_0.001,en_0.983|ko_0.016|si_0.001
2-multilingual-tools,telecom,tool_mix_4,openai/gpt-5-mini,gpt-5-mini,agent,1,2896,1.0,0,,,en_1.000
2-multilingual-tools,telecom,tool_mix_4,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,3675,0.985306,41,24.0,ko_0.013|si_0.002,en_0.985|ko_0.013|si_0.002
2-multilingual-tools,telecom,tool_mix_5,openai/gpt-5-mini,gpt-5-mini,agent,1,2863,1.0,0,,,en_1.000
2-multilingual-tools,telecom,tool_mix_5,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,3782,0.984135,42,24.0,ko_0.015|si_0.001,en_0.984|ko_0.015|si_0.001
2-multilingual-tools,telecom,vietnamese,openai/gpt-5-mini,gpt-5-mini,agent,1,2913,1.0,0,,,en_1.000
2-multilingual-tools,telecom,vietnamese,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,4103,0.981964,53,30.0,ko_0.017|si_0.001,en_0.982|ko_0.017|si_0.001
3-crosslingual,airline,chinese,azure/kimi-k2.5,kimi-k2.5,agent,1,1012,0.823123,150,0.0,en_0.177,zh_0.823|en_0.177
3-crosslingual,airline,chinese,openrouter/openai/gpt-5-mini,gpt-5-mini,agent,1,776,0.596649,150,0.0,en_0.402|ja_0.001,zh_0.597|en_0.402|ja_0.001
3-crosslingual,airline,chinese,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,agent,1,689,0.702467,150,0.0,en_0.298,zh_0.702|en_0.298
3-crosslingual,airline,chinese,together_ai/Qwen/Qwen3-235B-A22B-Instruct-2507-tput,qwen3-235b,agent,1,786,0.770992,150,0.0,en_0.229,zh_0.771|en_0.229
3-crosslingual,airline,filipino,azure/kimi-k2.5,kimi-k2.5,agent,1,1091,0.699358,150,0.0,en_0.301,tl_0.699|en_0.301
3-crosslingual,airline,filipino,openrouter/openai/gpt-5-mini,gpt-5-mini,agent,1,827,0.654172,150,0.0,en_0.345|es_0.001,tl_0.654|en_0.345|es_0.001
3-crosslingual,airline,filipino,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,agent,1,750,0.521333,150,0.0,en_0.479,tl_0.521|en_0.479
3-crosslingual,airline,filipino,together_ai/Qwen/Qwen3-235B-A22B-Instruct-2507-tput,qwen3-235b,agent,1,772,0.716321,150,0.0,en_0.284,tl_0.716|en_0.284
3-crosslingual,airline,indonesian,azure/kimi-k2.5,kimi-k2.5,agent,1,1064,0.836466,150,0.0,en_0.159|ja_0.003|es_0.002,id_0.836|en_0.159|ja_0.003|es_0.002
3-crosslingual,airline,indonesian,openrouter/openai/gpt-5-mini,gpt-5-mini,agent,1,802,0.65586,150,0.0,en_0.343|lv_0.001,id_0.656|en_0.343|lv_0.001
3-crosslingual,airline,indonesian,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,agent,1,741,0.730094,150,0.0,en_0.270,id_0.730|en_0.270
3-crosslingual,airline,indonesian,together_ai/Qwen/Qwen3-235B-A22B-Instruct-2507-tput,qwen3-235b,agent,1,880,0.801136,150,0.0,en_0.190|zh_0.008|ms_0.001,id_0.801|en_0.190|zh_0.008|ms_0.001
3-crosslingual,airline,thai,azure/kimi-k2.5,kimi-k2.5,agent,1,1021,0.804114,150,0.0,en_0.196,th_0.804|en_0.196
3-crosslingual,airline,thai,openrouter/openai/gpt-5-mini,gpt-5-mini,agent,1,754,0.690981,150,0.0,en_0.309,th_0.691|en_0.309
