group,group_value,domain,primary_failure_mode,count,pct_all,pct_agent_failures,total_simulations,agent_failure_count,lang,agent_llm,run
by_domain_agent,retail / azure/kimi-k2.5,retail,dialogue_or_action_loop,18,1.3,1.8,1368,990,,azure/kimi-k2.5,
by_domain_agent,retail / azure/kimi-k2.5,retail,wrong_read_arguments,2,0.1,0.2,1368,990,,azure/kimi-k2.5,
by_domain_agent,retail / azure/kimi-k2.5,retail,max_steps_or_dialogue_loop,1,0.1,0.1,1368,990,,azure/kimi-k2.5,
by_domain_agent,retail / azure/kimi-k2.5,retail,language_drift,7,0.5,0.7,1368,990,,azure/kimi-k2.5,
by_domain_agent,retail / azure/kimi-k2.5,retail,unclassified_failure,4,0.3,0.4,1368,990,,azure/kimi-k2.5,
by_domain_agent,retail / openrouter/qwen/qwen3.6-35b-a3b,retail,success,318,23.2,,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_agent,retail / openrouter/qwen/qwen3.6-35b-a3b,retail,non_agent_infrastructure,18,1.3,,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_agent,retail / openrouter/qwen/qwen3.6-35b-a3b,retail,credential_or_identifier_hallucination,436,31.9,42.2,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_agent,retail / openrouter/qwen/qwen3.6-35b-a3b,retail,tool_error_loop,219,16.0,21.2,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_agent,retail / openrouter/qwen/qwen3.6-35b-a3b,retail,missing_required_write,242,17.7,23.4,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_agent,retail / openrouter/qwen/qwen3.6-35b-a3b,retail,wrong_write_arguments_or_state,53,3.9,5.1,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_agent,retail / openrouter/qwen/qwen3.6-35b-a3b,retail,premature_refusal_or_policy_misread,34,2.5,3.3,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_agent,retail / openrouter/qwen/qwen3.6-35b-a3b,retail,non_action_assertion_failure,5,0.4,0.5,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_agent,retail / openrouter/qwen/qwen3.6-35b-a3b,retail,dialogue_or_action_loop,38,2.8,3.7,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_agent,retail / openrouter/qwen/qwen3.6-35b-a3b,retail,wrong_read_arguments,4,0.3,0.4,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_agent,retail / openrouter/qwen/qwen3.6-35b-a3b,retail,max_steps_or_dialogue_loop,1,0.1,0.1,1368,1032,,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_agent,telecom / azure/gpt-5-mini,telecom,success,170,49.7,,342,172,,azure/gpt-5-mini,
by_domain_agent,telecom / azure/gpt-5-mini,telecom,credential_or_identifier_hallucination,50,14.6,29.1,342,172,,azure/gpt-5-mini,
by_domain_agent,telecom / azure/gpt-5-mini,telecom,tool_error_loop,8,2.3,4.7,342,172,,azure/gpt-5-mini,
by_domain_agent,telecom / azure/gpt-5-mini,telecom,missing_required_write,17,5.0,9.9,342,172,,azure/gpt-5-mini,
by_domain_agent,telecom / azure/gpt-5-mini,telecom,wrong_write_arguments_or_state,5,1.5,2.9,342,172,,azure/gpt-5-mini,
by_domain_agent,telecom / azure/gpt-5-mini,telecom,missing_user_device_instruction,91,26.6,52.9,342,172,,azure/gpt-5-mini,
by_domain_agent,telecom / azure/gpt-5-mini,telecom,non_action_assertion_failure,1,0.3,0.6,342,172,,azure/gpt-5-mini,
by_language_agent,id / Qwen3-235B-A22B-Instruct-2507-FP8,,success,6,1.8,,342,336,id,Qwen3-235B-A22B-Instruct-2507-FP8,
by_language_agent,id / Qwen3-235B-A22B-Instruct-2507-FP8,,credential_or_identifier_hallucination,38,11.1,11.3,342,336,id,Qwen3-235B-A22B-Instruct-2507-FP8,
by_language_agent,id / Qwen3-235B-A22B-Instruct-2507-FP8,,tool_error_loop,186,54.4,55.4,342,336,id,Qwen3-235B-A22B-Instruct-2507-FP8,
by_language_agent,id / Qwen3-235B-A22B-Instruct-2507-FP8,,missing_required_write,94,27.5,28.0,342,336,id,Qwen3-235B-A22B-Instruct-2507-FP8,
by_language_agent,id / Qwen3-235B-A22B-Instruct-2507-FP8,,wrong_write_arguments_or_state,3,0.9,0.9,342,336,id,Qwen3-235B-A22B-Instruct-2507-FP8,
by_language_agent,id / Qwen3-235B-A22B-Instruct-2507-FP8,,non_action_assertion_failure,1,0.3,0.3,342,336,id,Qwen3-235B-A22B-Instruct-2507-FP8,
by_language_agent,id / Qwen3-235B-A22B-Instruct-2507-FP8,,dialogue_or_action_loop,3,0.9,0.9,342,336,id,Qwen3-235B-A22B-Instruct-2507-FP8,
by_language_agent,id / Qwen3-235B-A22B-Instruct-2507-FP8,,max_steps_or_dialogue_loop,11,3.2,3.3,342,336,id,Qwen3-235B-A22B-Instruct-2507-FP8,
by_language_agent,id / azure/gpt-5-mini,,success,445,53.4,,834,389,id,azure/gpt-5-mini,
by_language_agent,id / azure/gpt-5-mini,,credential_or_identifier_hallucination,50,6.0,12.9,834,389,id,azure/gpt-5-mini,
by_language_agent,id / azure/gpt-5-mini,,tool_error_loop,39,4.7,10.0,834,389,id,azure/gpt-5-mini,
by_language_agent,id / azure/gpt-5-mini,,missing_required_write,89,10.7,22.9,834,389,id,azure/gpt-5-mini,
by_language_agent,id / azure/gpt-5-mini,,wrong_write_arguments_or_state,74,8.9,19.0,834,389,id,azure/gpt-5-mini,
by_language_agent,id / azure/gpt-5-mini,,missing_user_device_instruction,91,10.9,23.4,834,389,id,azure/gpt-5-mini,
by_language_agent,id / azure/gpt-5-mini,,premature_refusal_or_policy_misread,32,3.8,8.2,834,389,id,azure/gpt-5-mini,
by_language_agent,id / azure/gpt-5-mini,,translated_identifier_lookup_failure,1,0.1,0.3,834,389,id,azure/gpt-5-mini,
by_language_agent,id / azure/gpt-5-mini,,non_action_assertion_failure,13,1.6,3.3,834,389,id,azure/gpt-5-mini,
by_language_agent,id / azure/kimi-k2.5,,success,38,11.1,,342,304,id,azure/kimi-k2.5,
by_language_agent,id / azure/kimi-k2.5,,credential_or_identifier_hallucination,66,19.3,21.7,342,304,id,azure/kimi-k2.5,
by_language_agent,id / azure/kimi-k2.5,,tool_error_loop,42,12.3,13.8,342,304,id,azure/kimi-k2.5,
by_language_agent,id / azure/kimi-k2.5,,missing_required_write,175,51.2,57.6,342,304,id,azure/kimi-k2.5,
by_language_agent,id / azure/kimi-k2.5,,wrong_write_arguments_or_state,5,1.5,1.6,342,304,id,azure/kimi-k2.5,
by_language_agent,id / azure/kimi-k2.5,,premature_refusal_or_policy_misread,5,1.5,1.6,342,304,id,azure/kimi-k2.5,
by_language_agent,id / azure/kimi-k2.5,,dialogue_or_action_loop,9,2.6,3.0,342,304,id,azure/kimi-k2.5,
by_language_agent,id / azure/kimi-k2.5,,wrong_read_arguments,1,0.3,0.3,342,304,id,azure/kimi-k2.5,
by_language_agent,id / azure/kimi-k2.5,,max_steps_or_dialogue_loop,1,0.3,0.3,342,304,id,azure/kimi-k2.5,
by_language_agent,id / openrouter/qwen/qwen3.6-35b-a3b,,success,298,60.6,,492,194,id,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,id / openrouter/qwen/qwen3.6-35b-a3b,,tool_error_loop,34,6.9,17.5,492,194,id,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,id / openrouter/qwen/qwen3.6-35b-a3b,,missing_required_write,72,14.6,37.1,492,194,id,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,id / openrouter/qwen/qwen3.6-35b-a3b,,wrong_write_arguments_or_state,51,10.4,26.3,492,194,id,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,id / openrouter/qwen/qwen3.6-35b-a3b,,premature_refusal_or_policy_misread,31,6.3,16.0,492,194,id,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,id / openrouter/qwen/qwen3.6-35b-a3b,,non_action_assertion_failure,4,0.8,2.1,492,194,id,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,id / openrouter/qwen/qwen3.6-35b-a3b,,wrong_read_arguments,2,0.4,1.0,492,194,id,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,th / azure/gpt-5-mini,,success,200,40.7,,492,292,th,azure/gpt-5-mini,
by_language_agent,th / azure/gpt-5-mini,,tool_error_loop,21,4.3,7.2,492,292,th,azure/gpt-5-mini,
by_language_agent,th / azure/gpt-5-mini,,missing_required_write,78,15.9,26.7,492,292,th,azure/gpt-5-mini,
by_language_agent,th / azure/gpt-5-mini,,wrong_write_arguments_or_state,56,11.4,19.2,492,292,th,azure/gpt-5-mini,
by_language_agent,th / azure/gpt-5-mini,,premature_refusal_or_policy_misread,68,13.8,23.3,492,292,th,azure/gpt-5-mini,
by_language_agent,th / azure/gpt-5-mini,,translated_identifier_lookup_failure,49,10.0,16.8,492,292,th,azure/gpt-5-mini,
by_language_agent,th / azure/gpt-5-mini,,non_action_assertion_failure,20,4.1,6.8,492,292,th,azure/gpt-5-mini,
by_language_agent,th / azure/kimi-k2.5,,success,124,36.3,,342,218,th,azure/kimi-k2.5,
by_language_agent,th / azure/kimi-k2.5,,credential_or_identifier_hallucination,2,0.6,0.9,342,218,th,azure/kimi-k2.5,
by_language_agent,th / azure/kimi-k2.5,,tool_error_loop,7,2.0,3.2,342,218,th,azure/kimi-k2.5,
by_language_agent,th / azure/kimi-k2.5,,missing_required_write,120,35.1,55.0,342,218,th,azure/kimi-k2.5,
by_language_agent,th / azure/kimi-k2.5,,wrong_write_arguments_or_state,19,5.6,8.7,342,218,th,azure/kimi-k2.5,
by_language_agent,th / azure/kimi-k2.5,,premature_refusal_or_policy_misread,40,11.7,18.3,342,218,th,azure/kimi-k2.5,
by_language_agent,th / azure/kimi-k2.5,,translated_identifier_lookup_failure,21,6.1,9.6,342,218,th,azure/kimi-k2.5,
by_language_agent,th / azure/kimi-k2.5,,non_action_assertion_failure,5,1.5,2.3,342,218,th,azure/kimi-k2.5,
by_language_agent,th / azure/kimi-k2.5,,dialogue_or_action_loop,3,0.9,1.4,342,218,th,azure/kimi-k2.5,
by_language_agent,th / azure/kimi-k2.5,,wrong_read_arguments,1,0.3,0.5,342,218,th,azure/kimi-k2.5,
by_language_agent,th / openrouter/qwen/qwen3.6-35b-a3b,,success,82,54.7,,150,68,th,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,th / openrouter/qwen/qwen3.6-35b-a3b,,tool_error_loop,8,5.3,11.8,150,68,th,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,th / openrouter/qwen/qwen3.6-35b-a3b,,missing_required_write,33,22.0,48.5,150,68,th,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,th / openrouter/qwen/qwen3.6-35b-a3b,,wrong_write_arguments_or_state,8,5.3,11.8,150,68,th,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,th / openrouter/qwen/qwen3.6-35b-a3b,,premature_refusal_or_policy_misread,5,3.3,7.4,150,68,th,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,th / openrouter/qwen/qwen3.6-35b-a3b,,non_action_assertion_failure,4,2.7,5.9,150,68,th,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,th / openrouter/qwen/qwen3.6-35b-a3b,,dialogue_or_action_loop,9,6.0,13.2,150,68,th,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,th / openrouter/qwen/qwen3.6-35b-a3b,,wrong_read_arguments,1,0.7,1.5,150,68,th,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,tl / azure/gpt-5-mini,,success,251,51.0,,492,241,tl,azure/gpt-5-mini,
by_language_agent,tl / azure/gpt-5-mini,,tool_error_loop,33,6.7,13.7,492,241,tl,azure/gpt-5-mini,
by_language_agent,tl / azure/gpt-5-mini,,missing_required_write,104,21.1,43.2,492,241,tl,azure/gpt-5-mini,
by_language_agent,tl / azure/gpt-5-mini,,wrong_write_arguments_or_state,70,14.2,29.0,492,241,tl,azure/gpt-5-mini,
by_language_agent,tl / azure/gpt-5-mini,,premature_refusal_or_policy_misread,11,2.2,4.6,492,241,tl,azure/gpt-5-mini,
by_language_agent,tl / azure/gpt-5-mini,,non_action_assertion_failure,21,4.3,8.7,492,241,tl,azure/gpt-5-mini,
by_language_agent,tl / azure/gpt-5-mini,,wrong_read_arguments,2,0.4,0.8,492,241,tl,azure/gpt-5-mini,
by_language_agent,tl / azure/kimi-k2.5,,success,43,8.7,,492,449,tl,azure/kimi-k2.5,
by_language_agent,tl / azure/kimi-k2.5,,credential_or_identifier_hallucination,20,4.1,4.5,492,449,tl,azure/kimi-k2.5,
by_language_agent,tl / azure/kimi-k2.5,,tool_error_loop,25,5.1,5.6,492,449,tl,azure/kimi-k2.5,
by_language_agent,tl / azure/kimi-k2.5,,missing_required_write,352,71.5,78.4,492,449,tl,azure/kimi-k2.5,
by_language_agent,tl / azure/kimi-k2.5,,dialogue_or_action_loop,26,5.3,5.8,492,449,tl,azure/kimi-k2.5,
by_language_agent,tl / azure/kimi-k2.5,,language_drift,18,3.7,4.0,492,449,tl,azure/kimi-k2.5,
by_language_agent,tl / azure/kimi-k2.5,,unclassified_failure,8,1.6,1.8,492,449,tl,azure/kimi-k2.5,
by_language_agent,tl / openrouter/qwen/qwen3.6-35b-a3b,,success,97,19.7,,492,383,tl,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,tl / openrouter/qwen/qwen3.6-35b-a3b,,non_agent_infrastructure,12,2.4,,492,383,tl,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,tl / openrouter/qwen/qwen3.6-35b-a3b,,credential_or_identifier_hallucination,213,43.3,55.6,492,383,tl,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,tl / openrouter/qwen/qwen3.6-35b-a3b,,tool_error_loop,54,11.0,14.1,492,383,tl,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,tl / openrouter/qwen/qwen3.6-35b-a3b,,missing_required_write,77,15.7,20.1,492,383,tl,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,tl / openrouter/qwen/qwen3.6-35b-a3b,,wrong_write_arguments_or_state,10,2.0,2.6,492,383,tl,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,tl / openrouter/qwen/qwen3.6-35b-a3b,,premature_refusal_or_policy_misread,8,1.6,2.1,492,383,tl,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,tl / openrouter/qwen/qwen3.6-35b-a3b,,non_action_assertion_failure,4,0.8,1.0,492,383,tl,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,tl / openrouter/qwen/qwen3.6-35b-a3b,,dialogue_or_action_loop,17,3.5,4.4,492,383,tl,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,vi / azure/gpt-5-mini,,success,281,57.1,,492,211,vi,azure/gpt-5-mini,
by_language_agent,vi / azure/gpt-5-mini,,tool_error_loop,16,3.3,7.6,492,211,vi,azure/gpt-5-mini,
by_language_agent,vi / azure/gpt-5-mini,,missing_required_write,57,11.6,27.0,492,211,vi,azure/gpt-5-mini,
by_language_agent,vi / azure/gpt-5-mini,,wrong_write_arguments_or_state,73,14.8,34.6,492,211,vi,azure/gpt-5-mini,
by_language_agent,vi / azure/gpt-5-mini,,premature_refusal_or_policy_misread,50,10.2,23.7,492,211,vi,azure/gpt-5-mini,
by_language_agent,vi / azure/gpt-5-mini,,non_action_assertion_failure,15,3.0,7.1,492,211,vi,azure/gpt-5-mini,
by_language_agent,vi / azure/kimi-k2.5,,success,172,50.3,,342,138,vi,azure/kimi-k2.5,
by_language_agent,vi / azure/kimi-k2.5,,non_agent_infrastructure,32,9.4,,342,138,vi,azure/kimi-k2.5,
by_language_agent,vi / azure/kimi-k2.5,,tool_error_loop,14,4.1,10.1,342,138,vi,azure/kimi-k2.5,
by_language_agent,vi / azure/kimi-k2.5,,missing_required_write,64,18.7,46.4,342,138,vi,azure/kimi-k2.5,
by_language_agent,vi / azure/kimi-k2.5,,wrong_write_arguments_or_state,26,7.6,18.8,342,138,vi,azure/kimi-k2.5,
by_language_agent,vi / azure/kimi-k2.5,,premature_refusal_or_policy_misread,31,9.1,22.5,342,138,vi,azure/kimi-k2.5,
by_language_agent,vi / azure/kimi-k2.5,,non_action_assertion_failure,3,0.9,2.2,342,138,vi,azure/kimi-k2.5,
by_language_agent,vi / openrouter/qwen/qwen3.6-35b-a3b,,success,104,21.1,,492,371,vi,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,vi / openrouter/qwen/qwen3.6-35b-a3b,,non_agent_infrastructure,17,3.5,,492,371,vi,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,vi / openrouter/qwen/qwen3.6-35b-a3b,,credential_or_identifier_hallucination,139,28.3,37.5,492,371,vi,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,vi / openrouter/qwen/qwen3.6-35b-a3b,,tool_error_loop,106,21.5,28.6,492,371,vi,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,vi / openrouter/qwen/qwen3.6-35b-a3b,,missing_required_write,79,16.1,21.3,492,371,vi,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,vi / openrouter/qwen/qwen3.6-35b-a3b,,wrong_write_arguments_or_state,14,2.8,3.8,492,371,vi,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,vi / openrouter/qwen/qwen3.6-35b-a3b,,premature_refusal_or_policy_misread,9,1.8,2.4,492,371,vi,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,vi / openrouter/qwen/qwen3.6-35b-a3b,,non_action_assertion_failure,6,1.2,1.6,492,371,vi,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,vi / openrouter/qwen/qwen3.6-35b-a3b,,dialogue_or_action_loop,17,3.5,4.6,492,371,vi,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,vi / openrouter/qwen/qwen3.6-35b-a3b,,max_steps_or_dialogue_loop,1,0.2,0.3,492,371,vi,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,zh / azure/gpt-5-mini,,success,295,60.0,,492,197,zh,azure/gpt-5-mini,
by_language_agent,zh / azure/gpt-5-mini,,tool_error_loop,23,4.7,11.7,492,197,zh,azure/gpt-5-mini,
by_language_agent,zh / azure/gpt-5-mini,,missing_required_write,48,9.8,24.4,492,197,zh,azure/gpt-5-mini,
by_language_agent,zh / azure/gpt-5-mini,,wrong_write_arguments_or_state,72,14.6,36.5,492,197,zh,azure/gpt-5-mini,
by_language_agent,zh / azure/gpt-5-mini,,premature_refusal_or_policy_misread,37,7.5,18.8,492,197,zh,azure/gpt-5-mini,
by_language_agent,zh / azure/gpt-5-mini,,non_action_assertion_failure,17,3.5,8.6,492,197,zh,azure/gpt-5-mini,
by_language_agent,zh / openrouter/qwen/qwen3.6-35b-a3b,,success,212,43.1,,492,280,zh,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,zh / openrouter/qwen/qwen3.6-35b-a3b,,credential_or_identifier_hallucination,84,17.1,30.0,492,280,zh,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,zh / openrouter/qwen/qwen3.6-35b-a3b,,tool_error_loop,53,10.8,18.9,492,280,zh,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,zh / openrouter/qwen/qwen3.6-35b-a3b,,missing_required_write,76,15.4,27.1,492,280,zh,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,zh / openrouter/qwen/qwen3.6-35b-a3b,,wrong_write_arguments_or_state,29,5.9,10.4,492,280,zh,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,zh / openrouter/qwen/qwen3.6-35b-a3b,,premature_refusal_or_policy_misread,16,3.3,5.7,492,280,zh,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,zh / openrouter/qwen/qwen3.6-35b-a3b,,non_action_assertion_failure,10,2.0,3.6,492,280,zh,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,zh / openrouter/qwen/qwen3.6-35b-a3b,,dialogue_or_action_loop,9,1.8,3.2,492,280,zh,openrouter/qwen/qwen3.6-35b-a3b,
by_language_agent,zh / openrouter/qwen/qwen3.6-35b-a3b,,wrong_read_arguments,3,0.6,1.1,492,280,zh,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_language_agent,airline / id / azure/gpt-5-mini,airline,success,90,60.0,,150,60,id,azure/gpt-5-mini,
by_domain_language_agent,airline / id / azure/gpt-5-mini,airline,missing_required_write,26,17.3,43.3,150,60,id,azure/gpt-5-mini,
by_domain_language_agent,airline / id / azure/gpt-5-mini,airline,wrong_write_arguments_or_state,16,10.7,26.7,150,60,id,azure/gpt-5-mini,
by_domain_language_agent,airline / id / azure/gpt-5-mini,airline,premature_refusal_or_policy_misread,11,7.3,18.3,150,60,id,azure/gpt-5-mini,
by_domain_language_agent,airline / id / azure/gpt-5-mini,airline,non_action_assertion_failure,7,4.7,11.7,150,60,id,azure/gpt-5-mini,
by_domain_language_agent,airline / id / openrouter/qwen/qwen3.6-35b-a3b,airline,success,109,72.7,,150,41,id,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_language_agent,airline / id / openrouter/qwen/qwen3.6-35b-a3b,airline,missing_required_write,11,7.3,26.8,150,41,id,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_language_agent,airline / id / openrouter/qwen/qwen3.6-35b-a3b,airline,wrong_write_arguments_or_state,17,11.3,41.5,150,41,id,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_language_agent,airline / id / openrouter/qwen/qwen3.6-35b-a3b,airline,premature_refusal_or_policy_misread,10,6.7,24.4,150,41,id,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_language_agent,airline / id / openrouter/qwen/qwen3.6-35b-a3b,airline,non_action_assertion_failure,3,2.0,7.3,150,41,id,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_language_agent,airline / th / azure/gpt-5-mini,airline,success,89,59.3,,150,61,th,azure/gpt-5-mini,
by_domain_language_agent,airline / th / azure/gpt-5-mini,airline,missing_required_write,23,15.3,37.7,150,61,th,azure/gpt-5-mini,
by_domain_language_agent,airline / th / azure/gpt-5-mini,airline,wrong_write_arguments_or_state,16,10.7,26.2,150,61,th,azure/gpt-5-mini,
by_domain_language_agent,airline / th / azure/gpt-5-mini,airline,premature_refusal_or_policy_misread,7,4.7,11.5,150,61,th,azure/gpt-5-mini,
by_domain_language_agent,airline / th / azure/gpt-5-mini,airline,non_action_assertion_failure,15,10.0,24.6,150,61,th,azure/gpt-5-mini,
by_domain_language_agent,airline / th / openrouter/qwen/qwen3.6-35b-a3b,airline,success,82,54.7,,150,68,th,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_language_agent,airline / th / openrouter/qwen/qwen3.6-35b-a3b,airline,tool_error_loop,8,5.3,11.8,150,68,th,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_language_agent,airline / th / openrouter/qwen/qwen3.6-35b-a3b,airline,missing_required_write,33,22.0,48.5,150,68,th,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_language_agent,airline / th / openrouter/qwen/qwen3.6-35b-a3b,airline,wrong_write_arguments_or_state,8,5.3,11.8,150,68,th,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_language_agent,airline / th / openrouter/qwen/qwen3.6-35b-a3b,airline,premature_refusal_or_policy_misread,5,3.3,7.4,150,68,th,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_language_agent,airline / th / openrouter/qwen/qwen3.6-35b-a3b,airline,non_action_assertion_failure,4,2.7,5.9,150,68,th,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_language_agent,airline / th / openrouter/qwen/qwen3.6-35b-a3b,airline,dialogue_or_action_loop,9,6.0,13.2,150,68,th,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_language_agent,airline / th / openrouter/qwen/qwen3.6-35b-a3b,airline,wrong_read_arguments,1,0.7,1.5,150,68,th,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_language_agent,airline / tl / azure/gpt-5-mini,airline,success,84,56.0,,150,66,tl,azure/gpt-5-mini,
by_domain_language_agent,airline / tl / azure/gpt-5-mini,airline,missing_required_write,38,25.3,57.6,150,66,tl,azure/gpt-5-mini,
by_domain_language_agent,airline / tl / azure/gpt-5-mini,airline,wrong_write_arguments_or_state,13,8.7,19.7,150,66,tl,azure/gpt-5-mini,
by_domain_language_agent,airline / tl / azure/gpt-5-mini,airline,premature_refusal_or_policy_misread,4,2.7,6.1,150,66,tl,azure/gpt-5-mini,
by_domain_language_agent,airline / tl / azure/gpt-5-mini,airline,non_action_assertion_failure,10,6.7,15.2,150,66,tl,azure/gpt-5-mini,
by_domain_language_agent,airline / tl / azure/gpt-5-mini,airline,wrong_read_arguments,1,0.7,1.5,150,66,tl,azure/gpt-5-mini,
by_domain_language_agent,airline / tl / azure/kimi-k2.5,airline,success,31,20.7,,150,119,tl,azure/kimi-k2.5,
by_domain_language_agent,airline / tl / azure/kimi-k2.5,airline,tool_error_loop,4,2.7,3.4,150,119,tl,azure/kimi-k2.5,
by_domain_language_agent,airline / tl / azure/kimi-k2.5,airline,missing_required_write,80,53.3,67.2,150,119,tl,azure/kimi-k2.5,
by_domain_language_agent,airline / tl / azure/kimi-k2.5,airline,dialogue_or_action_loop,20,13.3,16.8,150,119,tl,azure/kimi-k2.5,
by_domain_language_agent,airline / tl / azure/kimi-k2.5,airline,language_drift,11,7.3,9.2,150,119,tl,azure/kimi-k2.5,
by_domain_language_agent,airline / tl / azure/kimi-k2.5,airline,unclassified_failure,4,2.7,3.4,150,119,tl,azure/kimi-k2.5,
by_domain_language_agent,airline / tl / openrouter/qwen/qwen3.6-35b-a3b,airline,success,97,64.7,,150,47,tl,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_language_agent,airline / tl / openrouter/qwen/qwen3.6-35b-a3b,airline,non_agent_infrastructure,6,4.0,,150,47,tl,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_language_agent,airline / tl / openrouter/qwen/qwen3.6-35b-a3b,airline,tool_error_loop,5,3.3,10.6,150,47,tl,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_language_agent,airline / tl / openrouter/qwen/qwen3.6-35b-a3b,airline,missing_required_write,20,13.3,42.6,150,47,tl,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_language_agent,airline / tl / openrouter/qwen/qwen3.6-35b-a3b,airline,wrong_write_arguments_or_state,10,6.7,21.3,150,47,tl,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_language_agent,airline / tl / openrouter/qwen/qwen3.6-35b-a3b,airline,premature_refusal_or_policy_misread,8,5.3,17.0,150,47,tl,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_language_agent,airline / tl / openrouter/qwen/qwen3.6-35b-a3b,airline,non_action_assertion_failure,4,2.7,8.5,150,47,tl,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_language_agent,airline / vi / azure/gpt-5-mini,airline,success,81,54.0,,150,69,vi,azure/gpt-5-mini,
by_domain_language_agent,airline / vi / azure/gpt-5-mini,airline,missing_required_write,21,14.0,30.4,150,69,vi,azure/gpt-5-mini,
by_domain_language_agent,airline / vi / azure/gpt-5-mini,airline,wrong_write_arguments_or_state,22,14.7,31.9,150,69,vi,azure/gpt-5-mini,
by_domain_language_agent,airline / vi / azure/gpt-5-mini,airline,premature_refusal_or_policy_misread,14,9.3,20.3,150,69,vi,azure/gpt-5-mini,
by_domain_language_agent,airline / vi / azure/gpt-5-mini,airline,non_action_assertion_failure,12,8.0,17.4,150,69,vi,azure/gpt-5-mini,
