experiments_all_line,scenario,scenario_label,domain,language,language_label,lang_id,expected_language,agent_llm,agent_family,normalized_agent_llm,simulation_source,results_json,role,turn_count,target_turn_count,non_target_turn_count,english_turn_count,language_correctness,non_target_share,english_share,detected_lang_proportion,detected_lang_proportion_json
32,l2_domain,L2 Domain,retail,indonesian,ID,id,id,azure/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_domain/2026-05-16-01-37-48_retail_id_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-16-01-37-48_retail_id_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,agent,1850,1758,92,92,0.95027,0.04973,0.04973,id_0.950|en_0.050,"{""en"":0.04973,""id"":0.95027}"
32,l2_domain,L2 Domain,retail,indonesian,ID,id,id,azure/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_domain/2026-05-16-01-37-48_retail_id_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-16-01-37-48_retail_id_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,user,1557,1497,60,27,0.961464,0.038536,0.017341,id_0.961|en_0.017|ms_0.006|sw_0.006|es_0.002|sk_0.002|eo_0.001|it_0.001|az_0.001|de_0.001|tr_0.001,"{""az"":0.000642,""de"":0.000642,""en"":0.017341,""eo"":0.001285,""es"":0.001927,""id"":0.961464,""it"":0.001285,""ms"":0.006423,""sk"":0.001927,""sw"":0.006423,""tr"":0.000642}"
33,l2_domain,L2 Domain,retail,indonesian,ID,id,id,openai/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-23-13-20-23_translated_retail_trial-3_id_nebius-kimi-k2.5_nebius-Qwen3-235B,data/simulations/l2_domain/2026-05-23-13-20-23_translated_retail_trial-3_id_nebius-kimi-k2.5_nebius-Qwen3-235B/results.json,agent,2225,2178,47,44,0.978876,0.021124,0.019775,id_0.979|en_0.020|ms_0.001,"{""en"":0.019775,""id"":0.978876,""ms"":0.001348}"
33,l2_domain,L2 Domain,retail,indonesian,ID,id,id,openai/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-23-13-20-23_translated_retail_trial-3_id_nebius-kimi-k2.5_nebius-Qwen3-235B,data/simulations/l2_domain/2026-05-23-13-20-23_translated_retail_trial-3_id_nebius-kimi-k2.5_nebius-Qwen3-235B/results.json,user,1579,1541,38,12,0.975934,0.024066,0.0076,id_0.976|en_0.008|ms_0.007|de_0.004|fr_0.003|gu_0.001|it_0.001|sw_0.001,"{""de"":0.004433,""en"":0.0076,""fr"":0.003167,""gu"":0.000633,""id"":0.975934,""it"":0.000633,""ms"":0.006966,""sw"":0.000633}"
34,l2_domain,L2 Domain,retail,indonesian,ID,id,id,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_domain/2026-05-20-21-17-35_translated_retail_trial-3_id_Qwen3-235B-A22B-Instruct-2507-FP8_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-20-21-17-35_translated_retail_trial-3_id_Qwen3-235B-A22B-Instruct-2507-FP8_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,agent,1959,1887,72,68,0.963247,0.036753,0.034712,id_0.963|en_0.035|ms_0.002,"{""en"":0.034712,""id"":0.963247,""ms"":0.002042}"
34,l2_domain,L2 Domain,retail,indonesian,ID,id,id,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_domain/2026-05-20-21-17-35_translated_retail_trial-3_id_Qwen3-235B-A22B-Instruct-2507-FP8_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-20-21-17-35_translated_retail_trial-3_id_Qwen3-235B-A22B-Instruct-2507-FP8_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,user,1680,1632,48,29,0.971429,0.028571,0.017262,id_0.971|en_0.017|ms_0.005|de_0.004|es_0.001|nl_0.001|sw_0.001|tr_0.001,"{""de"":0.003571,""en"":0.017262,""es"":0.000595,""id"":0.971429,""ms"":0.005357,""nl"":0.000595,""sw"":0.000595,""tr"":0.000595}"
35,l2_domain,L2 Domain,retail,thai,TH,th,th,azure/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_domain/2026-05-18-00-56-17_translated_retail_trial-3_th_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-18-00-56-17_translated_retail_trial-3_th_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,agent,2092,2086,6,6,0.997132,0.002868,0.002868,th_0.997|en_0.003,"{""en"":0.002868,""th"":0.997132}"
35,l2_domain,L2 Domain,retail,thai,TH,th,th,azure/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_domain/2026-05-18-00-56-17_translated_retail_trial-3_th_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-18-00-56-17_translated_retail_trial-3_th_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,user,1873,1866,7,4,0.996263,0.003737,0.002136,th_0.996|en_0.002|ru_0.001|de_0.001,"{""de"":0.000534,""en"":0.002136,""ru"":0.001068,""th"":0.996263}"
36,l2_domain,L2 Domain,retail,thai,TH,th,th,openai/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-23-14-24-20_translated_retail_trial-3_th_nebius-kimi-k2.5_nebius-Qwen3-235B,data/simulations/l2_domain/2026-05-23-14-24-20_translated_retail_trial-3_th_nebius-kimi-k2.5_nebius-Qwen3-235B/results.json,agent,2623,2623,0,0,1.0,0.0,0.0,th_1.000,"{""th"":1.0}"
36,l2_domain,L2 Domain,retail,thai,TH,th,th,openai/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-23-14-24-20_translated_retail_trial-3_th_nebius-kimi-k2.5_nebius-Qwen3-235B,data/simulations/l2_domain/2026-05-23-14-24-20_translated_retail_trial-3_th_nebius-kimi-k2.5_nebius-Qwen3-235B/results.json,user,1467,1460,7,1,0.995228,0.004772,0.000682,th_0.995|de_0.003|en_0.001|ru_0.001,"{""de"":0.003408,""en"":0.000682,""ru"":0.000682,""th"":0.995228}"
37,l2_domain,L2 Domain,retail,thai,TH,th,th,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_domain/2026-05-20-21-17-35_translated_retail_trial-3_th_Qwen3-235B-A22B-Instruct-2507-FP8_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-20-21-17-35_translated_retail_trial-3_th_Qwen3-235B-A22B-Instruct-2507-FP8_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,agent,1691,1690,1,1,0.999409,0.000591,0.000591,th_0.999|en_0.001,"{""en"":0.000591,""th"":0.999409}"
37,l2_domain,L2 Domain,retail,thai,TH,th,th,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_domain/2026-05-20-21-17-35_translated_retail_trial-3_th_Qwen3-235B-A22B-Instruct-2507-FP8_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-20-21-17-35_translated_retail_trial-3_th_Qwen3-235B-A22B-Instruct-2507-FP8_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,user,1449,1438,11,5,0.992409,0.007591,0.003451,th_0.992|de_0.003|en_0.003|it_0.001,"{""de"":0.003451,""en"":0.003451,""it"":0.00069,""th"":0.992409}"
38,l2_domain,L2 Domain,retail,vietnamese,VI,vi,vi,azure/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_domain/2026-05-18-14-30-34_translated_retail_trial-3_vi_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-18-14-30-34_translated_retail_trial-3_vi_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,agent,1868,1865,3,3,0.998394,0.001606,0.001606,vi_0.998|en_0.002,"{""en"":0.001606,""vi"":0.998394}"
38,l2_domain,L2 Domain,retail,vietnamese,VI,vi,vi,azure/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_domain/2026-05-18-14-30-34_translated_retail_trial-3_vi_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-18-14-30-34_translated_retail_trial-3_vi_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,user,1622,1610,12,2,0.992602,0.007398,0.001233,vi_0.993|es_0.002|ca_0.001|en_0.001|de_0.001|fr_0.001|ru_0.001|uk_0.001|war_0.001,"{""ca"":0.001233,""de"":0.000617,""en"":0.001233,""es"":0.00185,""fr"":0.000617,""ru"":0.000617,""uk"":0.000617,""vi"":0.992602,""war"":0.000617}"
39,l2_domain,L2 Domain,retail,vietnamese,VI,vi,vi,openrouter/moonshotai/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-18-22-37-59_translated_retail_trial-3_vi_kimi-k2.5_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-18-22-37-59_translated_retail_trial-3_vi_kimi-k2.5_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,agent,2443,2442,1,1,0.999591,0.000409,0.000409,vi_1.000|en_0.000,"{""en"":0.000409,""vi"":0.999591}"
39,l2_domain,L2 Domain,retail,vietnamese,VI,vi,vi,openrouter/moonshotai/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-18-22-37-59_translated_retail_trial-3_vi_kimi-k2.5_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-18-22-37-59_translated_retail_trial-3_vi_kimi-k2.5_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,user,1527,1515,12,3,0.992141,0.007859,0.001965,vi_0.992|de_0.003|en_0.002|ru_0.002|fr_0.001,"{""de"":0.00262,""en"":0.001965,""fr"":0.00131,""ru"":0.001965,""vi"":0.992141}"
40,l2_domain,L2 Domain,retail,vietnamese,VI,vi,vi,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_domain/2026-05-20-21-17-35_translated_retail_trial-3_vi_Qwen3-235B-A22B-Instruct-2507-FP8_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-20-21-17-35_translated_retail_trial-3_vi_Qwen3-235B-A22B-Instruct-2507-FP8_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,agent,1885,1884,1,1,0.999469,0.000531,0.000531,vi_0.999|en_0.001,"{""en"":0.000531,""vi"":0.999469}"
40,l2_domain,L2 Domain,retail,vietnamese,VI,vi,vi,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_domain/2026-05-20-21-17-35_translated_retail_trial-3_vi_Qwen3-235B-A22B-Instruct-2507-FP8_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-20-21-17-35_translated_retail_trial-3_vi_Qwen3-235B-A22B-Instruct-2507-FP8_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,user,1545,1516,29,8,0.98123,0.01877,0.005178,vi_0.981|en_0.005|fr_0.003|de_0.003|ru_0.002|eu_0.001|pl_0.001|uk_0.001|ca_0.001|hu_0.001|it_0.001,"{""ca"":0.000647,""de"":0.002589,""en"":0.005178,""eu"":0.001294,""fr"":0.003236,""hu"":0.000647,""it"":0.000647,""pl"":0.001294,""ru"":0.001942,""uk"":0.001294,""vi"":0.98123}"
41,l2_domain,L2 Domain,telecom,chinese,ZH,zh,zh,azure/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_domain/2026-05-24-02-25-44_telecom_zh_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-24-02-25-44_telecom_zh_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,agent,2034,2008,26,26,0.987217,0.012783,0.012783,zh_0.987|en_0.013,"{""en"":0.012783,""zh"":0.987217}"
41,l2_domain,L2 Domain,telecom,chinese,ZH,zh,zh,azure/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_domain/2026-05-24-02-25-44_telecom_zh_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-24-02-25-44_telecom_zh_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,user,1948,1948,0,0,1.0,0.0,0.0,zh_1.000,"{""zh"":1.0}"
42,l2_domain,L2 Domain,telecom,chinese,ZH,zh,zh,gmi/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-02-05-17_translated_telecom_trial-3_zh_gmi-kimi-k2.5_default-user,data/simulations/l2_domain/2026-05-25-02-05-17_translated_telecom_trial-3_zh_gmi-kimi-k2.5_default-user/results.json,agent,3393,3393,0,0,1.0,0.0,0.0,zh_1.000,"{""zh"":1.0}"
42,l2_domain,L2 Domain,telecom,chinese,ZH,zh,zh,gmi/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-02-05-17_translated_telecom_trial-3_zh_gmi-kimi-k2.5_default-user,data/simulations/l2_domain/2026-05-25-02-05-17_translated_telecom_trial-3_zh_gmi-kimi-k2.5_default-user/results.json,user,2487,2484,3,3,0.998794,0.001206,0.001206,zh_0.999|en_0.001,"{""en"":0.001206,""zh"":0.998794}"
43,l2_domain,L2 Domain,telecom,chinese,ZH,zh,zh,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_domain/2026-05-23-17-20-19_translated_telecom_trial-3_zh_Qwen3-235B-A22B-Instruct-2507_vertex_agent_vertex_user,data/simulations/l2_domain/2026-05-23-17-20-19_translated_telecom_trial-3_zh_Qwen3-235B-A22B-Instruct-2507_vertex_agent_vertex_user/results.json,agent,2946,1815,1131,1098,0.61609,0.38391,0.372709,zh_0.616|en_0.373|ko_0.011,"{""en"":0.372709,""ko"":0.011202,""zh"":0.61609}"
43,l2_domain,L2 Domain,telecom,chinese,ZH,zh,zh,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_domain/2026-05-23-17-20-19_translated_telecom_trial-3_zh_Qwen3-235B-A22B-Instruct-2507_vertex_agent_vertex_user,data/simulations/l2_domain/2026-05-23-17-20-19_translated_telecom_trial-3_zh_Qwen3-235B-A22B-Instruct-2507_vertex_agent_vertex_user/results.json,user,2657,2642,15,15,0.994355,0.005645,0.005645,zh_0.994|en_0.006,"{""en"":0.005645,""zh"":0.994355}"
44,l2_domain,L2 Domain,telecom,filipino,TL,tl,tl,azure/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_domain/2026-05-24-02-05-40_telecom_tl_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-24-02-05-40_telecom_tl_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,agent,2948,2792,156,156,0.947083,0.052917,0.052917,tl_0.947|en_0.053,"{""en"":0.052917,""tl"":0.947083}"
44,l2_domain,L2 Domain,telecom,filipino,TL,tl,tl,azure/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_domain/2026-05-24-02-05-40_telecom_tl_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-24-02-05-40_telecom_tl_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,user,3480,3394,86,52,0.975287,0.024713,0.014943,tl_0.975|en_0.015|fr_0.002|io_0.001|ceb_0.001|es_0.001|id_0.001|kw_0.001|cs_0.000|de_0.000|hr_0.000|ie_0.000|ja_0.000|lo_0.000|lt_0.000|pt_0.000|ro_0.000|ru_0.000|sh_0.000|ta_0.000|zh_0.000,"{""ceb"":0.000862,""cs"":0.000287,""de"":0.000287,""en"":0.014943,""es"":0.000575,""fr"":0.002011,""hr"":0.000287,""id"":0.000575,""ie"":0.000287,""io"":0.001437,""ja"":0.000287,""kw"":0.000575,""lo"":0.000287,""lt"":0.000287,""pt"":0.000287,""ro"":0.000287,""ru"":0.000287,""sh"":0.000287,""ta"":0.000287,""tl"":0.975287,""zh"":0.000287}"
45,l2_domain,L2 Domain,telecom,filipino,TL,tl,tl,openrouter/moonshotai/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-19-45-09_telecom_tl_kimi-k2.5_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-25-19-45-09_telecom_tl_kimi-k2.5_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,agent,3792,3733,59,57,0.984441,0.015559,0.015032,tl_0.984|en_0.015|id_0.001,"{""en"":0.015032,""id"":0.000527,""tl"":0.984441}"
45,l2_domain,L2 Domain,telecom,filipino,TL,tl,tl,openrouter/moonshotai/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-19-45-09_telecom_tl_kimi-k2.5_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-25-19-45-09_telecom_tl_kimi-k2.5_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,user,3006,3000,6,4,0.998004,0.001996,0.001331,tl_0.998|en_0.001|ceb_0.000|ro_0.000,"{""ceb"":0.000333,""en"":0.001331,""ro"":0.000333,""tl"":0.998004}"
46,l2_domain,L2 Domain,telecom,filipino,TL,tl,tl,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_domain/2026-05-23-13-36-40_translated_telecom_trial-3_tl_Qwen3-235B-A22B-Instruct-2507_vertex_agent_vertex_user,data/simulations/l2_domain/2026-05-23-13-36-40_translated_telecom_trial-3_tl_Qwen3-235B-A22B-Instruct-2507_vertex_agent_vertex_user/results.json,agent,3127,2196,931,906,0.702271,0.297729,0.289735,tl_0.702|en_0.290|ko_0.008|si_0.000,"{""en"":0.289735,""ko"":0.007675,""si"":0.00032,""tl"":0.702271}"
46,l2_domain,L2 Domain,telecom,filipino,TL,tl,tl,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_domain/2026-05-23-13-36-40_translated_telecom_trial-3_tl_Qwen3-235B-A22B-Instruct-2507_vertex_agent_vertex_user,data/simulations/l2_domain/2026-05-23-13-36-40_translated_telecom_trial-3_tl_Qwen3-235B-A22B-Instruct-2507_vertex_agent_vertex_user/results.json,user,2876,2864,12,10,0.995828,0.004172,0.003477,tl_0.996|en_0.003|de_0.000|ro_0.000,"{""de"":0.000348,""en"":0.003477,""ro"":0.000348,""tl"":0.995828}"
47,l2_domain,L2 Domain,telecom,indonesian,ID,id,id,azure/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_domain/2026-05-18-21-51-53_translated_telecom_trial-3_id_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-18-21-51-53_translated_telecom_trial-3_id_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,agent,2129,2118,11,9,0.994833,0.005167,0.004227,id_0.995|en_0.004|ms_0.001,"{""en"":0.004227,""id"":0.994833,""ms"":0.000939}"
47,l2_domain,L2 Domain,telecom,indonesian,ID,id,id,azure/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_domain/2026-05-18-21-51-53_translated_telecom_trial-3_id_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-18-21-51-53_translated_telecom_trial-3_id_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,user,3273,3243,30,2,0.990834,0.009166,0.000611,id_0.991|ms_0.007|en_0.001|it_0.001|fr_0.000|jv_0.000|pl_0.000,"{""en"":0.000611,""fr"":0.000306,""id"":0.990834,""it"":0.000611,""jv"":0.000306,""ms"":0.007027,""pl"":0.000306}"
48,l2_domain,L2 Domain,telecom,indonesian,ID,id,id,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25_telecom_id_openrouter-kimi-k2.5_default-user,data/simulations/l2_domain/2026-05-25_telecom_id_openrouter-kimi-k2.5_default-user/results.json,agent,4161,4140,21,0,0.994953,0.005047,0.0,id_0.995|es_0.004|ms_0.001,"{""es"":0.004326,""id"":0.994953,""ms"":0.000721}"
48,l2_domain,L2 Domain,telecom,indonesian,ID,id,id,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25_telecom_id_openrouter-kimi-k2.5_default-user,data/simulations/l2_domain/2026-05-25_telecom_id_openrouter-kimi-k2.5_default-user/results.json,user,3361,3352,9,0,0.997322,0.002678,0.0,id_0.997|ms_0.003,"{""id"":0.997322,""ms"":0.002678}"
49,l2_domain,L2 Domain,telecom,indonesian,ID,id,id,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_domain/2026-05-23-05-17-06_translated_telecom_trial-3_id_Qwen3-235B-A22B-Instruct-2507_local_agent_localhost_user,data/simulations/l2_domain/2026-05-23-05-17-06_translated_telecom_trial-3_id_Qwen3-235B-A22B-Instruct-2507_local_agent_localhost_user/results.json,agent,3661,3617,44,43,0.987981,0.012019,0.011745,id_0.988|en_0.012|ms_0.000,"{""en"":0.011745,""id"":0.987981,""ms"":0.000273}"
49,l2_domain,L2 Domain,telecom,indonesian,ID,id,id,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_domain/2026-05-23-05-17-06_translated_telecom_trial-3_id_Qwen3-235B-A22B-Instruct-2507_local_agent_localhost_user,data/simulations/l2_domain/2026-05-23-05-17-06_translated_telecom_trial-3_id_Qwen3-235B-A22B-Instruct-2507_local_agent_localhost_user/results.json,user,3464,3441,23,1,0.99336,0.00664,0.000289,id_0.993|ms_0.006|en_0.000,"{""en"":0.000289,""id"":0.99336,""ms"":0.006351}"
50,l2_domain,L2 Domain,telecom,thai,TH,th,th,azure/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_domain/2026-05-23-21-13-48_telecom_th_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-23-21-13-48_telecom_th_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,agent,2592,2583,9,7,0.996528,0.003472,0.002701,th_0.997|en_0.003|mk_0.000|zh_0.000,"{""en"":0.002701,""mk"":0.000386,""th"":0.996528,""zh"":0.000386}"
50,l2_domain,L2 Domain,telecom,thai,TH,th,th,azure/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_domain/2026-05-23-21-13-48_telecom_th_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-23-21-13-48_telecom_th_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,user,3899,3897,2,0,0.999487,0.000513,0.0,th_0.999|fr_0.000|zh_0.000,"{""fr"":0.000256,""th"":0.999487,""zh"":0.000256}"
51,l2_domain,L2 Domain,telecom,thai,TH,th,th,openrouter/moonshotai/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-telecom-th-openrouter-kimi-k2.5_default-user,data/simulations/l2_domain/2026-05-25-telecom-th-openrouter-kimi-k2.5_default-user/results.json,agent,4095,4095,0,0,1.0,0.0,0.0,th_1.000,"{""th"":1.0}"
51,l2_domain,L2 Domain,telecom,thai,TH,th,th,openrouter/moonshotai/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-telecom-th-openrouter-kimi-k2.5_default-user,data/simulations/l2_domain/2026-05-25-telecom-th-openrouter-kimi-k2.5_default-user/results.json,user,3224,3222,2,0,0.99938,0.00062,0.0,th_0.999|ko_0.000|zh_0.000,"{""ko"":0.00031,""th"":0.99938,""zh"":0.00031}"
52,l2_domain,L2 Domain,telecom,thai,TH,th,th,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_domain/2026-05-23-11-47-07_translated_telecom_trial-3_th_Qwen3-235B-A22B-Instruct-2507_vertex_agent_vertex_user,data/simulations/l2_domain/2026-05-23-11-47-07_translated_telecom_trial-3_th_Qwen3-235B-A22B-Instruct-2507_vertex_agent_vertex_user/results.json,agent,3023,2450,573,556,0.810453,0.189547,0.183923,th_0.810|en_0.184|ko_0.004|zh_0.001|si_0.000,"{""en"":0.183923,""ko"":0.0043,""si"":0.000331,""th"":0.810453,""zh"":0.000992}"
52,l2_domain,L2 Domain,telecom,thai,TH,th,th,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_domain/2026-05-23-11-47-07_translated_telecom_trial-3_th_Qwen3-235B-A22B-Instruct-2507_vertex_agent_vertex_user,data/simulations/l2_domain/2026-05-23-11-47-07_translated_telecom_trial-3_th_Qwen3-235B-A22B-Instruct-2507_vertex_agent_vertex_user/results.json,user,2985,2978,7,6,0.997655,0.002345,0.00201,th_0.998|en_0.002|sv_0.000,"{""en"":0.00201,""sv"":0.000335,""th"":0.997655}"
53,l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,azure/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_domain/2026-05-24-02-19-11_telecom_vi_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-24-02-19-11_telecom_vi_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,agent,2965,2776,189,189,0.936256,0.063744,0.063744,vi_0.936|en_0.064,"{""en"":0.063744,""vi"":0.936256}"
53,l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,azure/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_domain/2026-05-24-02-19-11_telecom_vi_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8,data/simulations/l2_domain/2026-05-24-02-19-11_telecom_vi_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8/results.json,user,4567,4565,2,2,0.999562,0.000438,0.000438,vi_1.000|en_0.000,"{""en"":0.000438,""vi"":0.999562}"
54,l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user/results.json,agent,4579,4511,68,68,0.98515,0.01485,0.01485,vi_0.985|en_0.015,"{""en"":0.01485,""vi"":0.98515}"
