scenario_label,domain,language_label,role,agent_family,task_id,trial,turn_idx,expected_language,detected_language,drift_cause,after_tool_result,excluded_from_agent_language_correctness,previous_other_role_detected_language,text_snippet,simulation_source
L2 Interaction,airline,ID,agent,qwen3-235b,0,2,10,id,zh,post_tool_response,True,False,id,ANDA SEDANG DIHUBUNGKAN KE AGEN MANUSIA. SILAKAN TUNGGU.,data/simulations/3-crosslingual/20260507_221638_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_indonesian
L2 Interaction,airline,ID,agent,qwen3-235b,13,2,10,id,en,post_tool_response,True,False,id,ANDA AKAN DIPINDAHKAN KE AGEN MANUSIA. HARAP TUNGGU.,data/simulations/3-crosslingual/20260507_221638_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_indonesian
L2 Interaction,airline,ID,agent,qwen3-235b,35,2,18,id,zh,post_tool_response,True,False,id,ANDA SEDANG DIHUBUNGKAN KE AGEN MANUSIA. SILAKAN TUNGGU.,data/simulations/3-crosslingual/20260507_221638_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_indonesian
L2 Interaction,airline,ID,agent,qwen3.6-35b-a3b,19,2,14,id,en,post_tool_response,True,False,id,<tool_call> <function=search_direct_flight> <parameter=date> 2024-05-29 </parameter> <parameter=destination> EWR </parameter> <parameter=origin> IAH </parameter> </function> </tool_call>,data/simulations/3-crosslingual/20260516_124416_airline_llm_agent_qwen3.6-35b-a3b_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,agent,qwen3.6-35b-a3b,36,2,8,id,en,post_tool_response,True,False,id,"Mr. Brown, I am deeply sorry for your loss. Please accept my heartfelt condolences during this difficult time. Regarding your reservation EUJUY6, I see that it is a basic economy round-trip reservation from ORD to LAS with multiple flight segments. Unfortunately, according to our policy, basic economy flights cannot be modified. Additionally, I notice that the first flight segment (HAT238 from ORD to DEN) was scheduled for May 14, 2024, which has already been flown. Since a portion of your fl...",data/simulations/3-crosslingual/20260516_124416_airline_llm_agent_qwen3.6-35b-a3b_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,TH,agent,qwen3.6-35b-a3b,23,2,6,th,en,post_tool_response,True,False,th,"สวัสดีครับ คุณโมฮัมเหม็ด ซิลวา ผมขอแจ้งยอดคงเหลือในบัญชีของคุณดังนี้ครับ: **ยอดรวมของบัตรของขวัญ (Gift Cards):** - gift_card_8020792: $198.00 - gift_card_6136092: $129.00 - **รวมทั้งหมด: $327.00** **ยอดรวมของใบรับรอง (Certificates):** - certificate_3765853: $500.00 - certificate_9984806: $250.00 - certificate_2765295: $250.00 - **รวมทั้งหมด: $1,000.00** Regarding your reservation K1NW8N (JFK-SFO round trip, basic economy), I understand you want to change it to business class. However, I need...",data/simulations/3-crosslingual/20260515_204407_airline_llm_agent_qwen3.6-35b-a3b_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_thai
L2 Interaction,airline,TL,agent,gpt-5-mini,22,1,19,tl,en,post_tool_response,True,False,tl,"Salamat — natapos ko na ang mga pagbabago sa iyong booking (reservation FQ8APE). Narito ang na-update na detalye: - Reservation ID: FQ8APE - Ruta: EWR (New York) -> ORD (Chicago), one-way, petsa 2024-05-25 - Cabin: economy (na-upgrade mula basic_economy) - Flights: - HAT056, EWR -> IAH, 2024-05-25, price: $155 - HAT138, IAH -> ORD, 2024-05-25, price: $185 - Passengers: - Omar Rossi, 1970-06-06 (pinalitan mula Ivan Garcia) - Checked bags: - Total checked bags: 3 (walang non-free bags) - Travel...",data/simulations/3-crosslingual/20260420_003625_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_filipino
L2 Tools,airline,Mix 2,agent,gpt-5-mini,32,2,43,en,el,structured_tool_echo,True,False,en,"{""message"":""(Duplicate message omitted)""}",data/simulations/2-multilingual-tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_mixed_bi
L2 Tools,telecom,ID,agent,qwen3-235b,[mobile_data_issue]bad_network_preference|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],0,22,en,ko,structured_tool_echo,False,False,en,"<tool_call> {""name"": ""toggle_data"", ""arguments"": {}} </tool_call>",data/simulations/2-multilingual-tools/english_tool_experiments_telecom_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_id_tools
L2 Tools,telecom,ID,agent,qwen3-235b,[mobile_data_issue]bad_network_preference|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],0,50,en,si,structured_tool_echo,False,False,en,"<tool_call> {""name"": ""toggle_data_saver_mode"", ""arguments"": {}} </tool_call>",data/simulations/2-multilingual-tools/english_tool_experiments_telecom_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_id_tools
L2 Tools,telecom,ID,agent,qwen3-235b,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],0,20,en,ko,structured_tool_echo,False,False,en,"<tool_call> {""name"": ""toggle_airplane_mode"", ""arguments"": {}} </tool_call>",data/simulations/2-multilingual-tools/english_tool_experiments_telecom_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_id_tools
L2 Tools,telecom,ID,agent,qwen3-235b,[service_issue]airplane_mode_on|break_apn_settings[PERSONA:Hard],0,18,en,ko,structured_tool_echo,False,False,en,"<tool_call> {""name"": ""toggle_airplane_mode"", ""arguments"": {}} </tool_call>",data/simulations/2-multilingual-tools/english_tool_experiments_telecom_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_id_tools
L2 Tools,telecom,ID,agent,qwen3-235b,[service_issue]airplane_mode_on|break_apn_settings[PERSONA:Hard],0,54,en,ko,structured_tool_echo,False,False,en,"<tool_call> {""name"": ""toggle_airplane_mode"", ""arguments"": {}} </tool_call>",data/simulations/2-multilingual-tools/english_tool_experiments_telecom_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_id_tools
L2 Tools,telecom,ID,agent,qwen3-235b,[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin[PERSONA:None],0,22,en,ko,structured_tool_echo,False,False,en,"<tool_call> {""name"": ""toggle_airplane_mode"", ""arguments"": {}} </tool_call>",data/simulations/2-multilingual-tools/english_tool_experiments_telecom_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_id_tools
L2 Tools,telecom,ID,agent,qwen3-235b,[service_issue]airplane_mode_on|break_apn_settings|unseat_sim_card[PERSONA:None],0,28,en,ko,structured_tool_echo,False,False,en,"<tool_call> {""name"": ""toggle_airplane_mode"", ""arguments"": {}} </tool_call>",data/simulations/2-multilingual-tools/english_tool_experiments_telecom_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_id_tools
L2 Tools,telecom,ID,agent,qwen3-235b,[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin|unseat_sim_card[PERSONA:None],0,28,en,ko,structured_tool_echo,False,False,en,"<tool_call> {""name"": ""toggle_airplane_mode"", ""arguments"": {}} </tool_call>",data/simulations/2-multilingual-tools/english_tool_experiments_telecom_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_id_tools
L2 Tools,telecom,ID,agent,qwen3-235b,[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin|unseat_sim_card[PERSONA:None],0,54,en,ko,structured_tool_echo,False,False,en,"<tool_call> {""name"": ""toggle_airplane_mode"", ""arguments"": {}} </tool_call>",data/simulations/2-multilingual-tools/english_tool_experiments_telecom_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_id_tools
L2 Tools,telecom,ID,agent,qwen3-235b,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],0,34,en,ko,structured_tool_echo,False,False,en,"<tool_call> {""name"": ""toggle_airplane_mode"", ""arguments"": {}} </tool_call>",data/simulations/2-multilingual-tools/english_tool_experiments_telecom_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_id_tools
L2 Tools,telecom,ID,agent,qwen3-235b,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],0,36,en,ko,structured_tool_echo,False,False,en,"<tool_call> {""name"": ""toggle_airplane_mode"", ""arguments"": {}} </tool_call>",data/simulations/2-multilingual-tools/english_tool_experiments_telecom_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_id_tools
L2 Tools,telecom,ID,agent,qwen3-235b,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],0,14,en,ko,structured_tool_echo,False,False,en,"<tool_call> {""name"": ""toggle_airplane_mode"", ""arguments"": {}} </tool_call>",data/simulations/2-multilingual-tools/english_tool_experiments_telecom_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_id_tools
L2 Tools,telecom,ID,agent,qwen3-235b,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],1,22,en,ko,structured_tool_echo,False,False,en,"<tool_call> {""name"": ""toggle_airplane_mode"", ""arguments"": {}} </tool_call>",data/simulations/2-multilingual-tools/english_tool_experiments_telecom_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_id_tools
L2 Tools,telecom,ID,agent,qwen3-235b,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],1,28,en,ko,structured_tool_echo,False,False,en,"<tool_call> {""name"": ""toggle_airplane_mode"", ""arguments"": {}} </tool_call>",data/simulations/2-multilingual-tools/english_tool_experiments_telecom_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_id_tools
L2 Tools,telecom,ID,agent,qwen3-235b,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],1,46,en,ko,structured_tool_echo,False,False,en,"<tool_call> {""name"": ""toggle_data"", ""arguments"": {}} </tool_call>",data/simulations/2-multilingual-tools/english_tool_experiments_telecom_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_id_tools
L2 Tools,telecom,ID,agent,qwen3-235b,[mobile_data_issue]bad_network_preference|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],1,16,en,ko,structured_tool_echo,False,False,en,"<tool_call> {""name"": ""toggle_data"", ""arguments"": {}} </tool_call>",data/simulations/2-multilingual-tools/english_tool_experiments_telecom_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_id_tools
L2 Tools,telecom,ID,agent,qwen3-235b,[service_issue]airplane_mode_on|unseat_sim_card[PERSONA:None],1,24,en,ko,structured_tool_echo,False,False,en,"<tool_call> {""name"": ""toggle_airplane_mode"", ""arguments"": {}} </tool_call>",data/simulations/2-multilingual-tools/english_tool_experiments_telecom_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_id_tools
L2 Tools,telecom,ID,agent,qwen3-235b,[service_issue]airplane_mode_on|unseat_sim_card[PERSONA:None],1,34,en,ko,structured_tool_echo,False,False,en,"<tool_call> {""name"": ""toggle_airplane_mode"", ""arguments"": {}} </tool_call>",data/simulations/2-multilingual-tools/english_tool_experiments_telecom_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_id_tools
L2 Tools,telecom,ID,agent,qwen3-235b,[service_issue]airplane_mode_on|break_apn_settings|unseat_sim_card[PERSONA:None],1,30,en,ko,structured_tool_echo,False,False,en,"<tool_call> {""name"": ""toggle_airplane_mode"", ""arguments"": {}} </tool_call>",data/simulations/2-multilingual-tools/english_tool_experiments_telecom_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_id_tools
L2 Tools,telecom,Mix 2,agent,gpt-5-mini,[service_issue]overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],0,32,en,ja,post_tool_response,True,False,en,YOUR LINE HAS BEEN RESUMED. PLEASE REBOOT YOUR DEVICE TO RECONNECT TO THE NETWORK.,data/simulations/2-multilingual-tools/english_tool_experiments_telecom_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_mixed_bi
L2 Domain,retail,ID,user,qwen3-235b,85,2,31,id,tr,follows_agent_drift,False,False,ms,"Iya, terima kasih banyak. Permisi. ###STOP###",data/simulations/4-translated/2026-05-20-21-17-35_translated_retail_trial-3_id_Qwen3-235B-A22B-Instruct-2507-FP8_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,retail,TH,user,qwen3-235b,63,1,9,th,en,follows_agent_drift,False,False,en,"<tool_call> {""name"": ""get_latest_order"", ""arguments"": {""user_id"": ""USR-987654321""}} </tool_call>",data/simulations/4-translated/2026-05-20-21-17-35_translated_retail_trial-3_th_Qwen3-235B-A22B-Instruct-2507-FP8_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,retail,TL,user,kimi-k2.5,102,0,15,tl,en,follows_agent_drift,False,False,en,"Ah, okay. Tama yung address sa New York, 144 Lakeview Drive, yun nga. Yung relo, metal strap na puti, tama. Sige, refund mo lang yung $121.20, okay yun. Air purifier, oo, gusto ko yung may night mode. Same size, may HEPA pa rin. Pero... $24.24 pa lang naman? Sige, gamitin mo na yung Mastercard, ending in 1065. Oo. Oo, go na. Pwede na. ###STOP###",data/simulations/4-translated/2026-05-23-13-48-12_translated_retail_trial-3_tl_nebius-kimi-k2.5_nebius-Qwen3-235B
L2 Domain,retail,TL,user,kimi-k2.5,9,1,14,tl,en,follows_agent_drift,False,False,en,"Naisip ko lang, palitan na lang natin yung desk lamp. Yung black high brightness na may AC adapter, yun na lang po. Yung water bottle, hindi na palitan. Salamat.",data/simulations/4-translated/2026-05-23-13-48-12_translated_retail_trial-3_tl_nebius-kimi-k2.5_nebius-Qwen3-235B
L2 Domain,retail,TL,agent,kimi-k2.5,5,1,19,tl,en,follows_user_drift,False,False,en,"Para sa desk lamp, napili mo ang **Black, Low brightness, Battery** - $153.23. Ngayon, para sa water bottle, alin sa mga sumusunod ang gusto mong i-exchange? - 750ml Glass Black - $54.85 - 750ml Stainless Steel Blue - $50.14 - 750ml Stainless Steel Red - $47.76 - 750ml Plastic Blue - $49.30 - 750ml Plastic Black - $48.02 - 1000ml Stainless Steel Red - $49.51 - 1000ml Stainless Steel Black - $46.51 Pakipili lang po kung aling capacity at material ang gusto mo.",data/simulations/4-translated/2026-05-23-13-48-12_translated_retail_trial-3_tl_nebius-kimi-k2.5_nebius-Qwen3-235B
L2 Domain,retail,TL,user,kimi-k2.5,8,1,20,tl,en,follows_agent_drift,False,False,en,"Ah, salamat. Pero sabi ko kanina, kung kailangan i-prioritize, palitan muna yung desk lamp. Yung desk lamp, gusto ko yung mas maliwanag at may USB. Yung **White, high brightness, USB** na may item ID: 9083642334, yun ang gusto ko. Yung water bottle, i-consider ko muna. Palitan muna natin yung desk lamp.",data/simulations/4-translated/2026-05-23-13-48-12_translated_retail_trial-3_tl_nebius-kimi-k2.5_nebius-Qwen3-235B
L2 Domain,retail,TL,user,kimi-k2.5,102,1,27,tl,en,follows_agent_drift,False,False,en,"Ah, meron pa. Yung order ko na may air purifier at sneakers—yung #W6729841—gusto ko i-exchange yung air purifier. Palitan mo ng mas malaking size, may night mode, pero may HEPA filter pa rin.",data/simulations/4-translated/2026-05-23-13-48-12_translated_retail_trial-3_tl_nebius-kimi-k2.5_nebius-Qwen3-235B
L2 Domain,retail,TL,user,kimi-k2.5,19,2,17,tl,lt,follows_agent_drift,False,False,en,"Oo, kumpirmado po. Salamat.",data/simulations/4-translated/2026-05-23-13-48-12_translated_retail_trial-3_tl_nebius-kimi-k2.5_nebius-Qwen3-235B
L2 Domain,retail,ZH,user,gpt-5-mini,78,0,28,zh,en,follows_agent_drift,False,False,en,"{""confirm"":""yes"", ""reason"":""误操作下单""}",data/simulations/4-translated/2026-05-18-17-24-33_translated_retail_trial-3_zh_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,retail,ZH,user,gpt-5-mini,109,2,20,zh,en,follows_agent_drift,False,False,en,1 yes 2 yes 3 yes,data/simulations/4-translated/2026-05-18-17-24-33_translated_retail_trial-3_zh_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,retail,ZH,user,gpt-5-mini,112,2,7,zh,en,follows_agent_drift,False,False,en,"tool_call: {""name"": ""find_user"", ""arguments"": {""first_name"": ""Yara"", ""last_name"": ""Silva"", ""postal_code"": ""77159""}}",data/simulations/4-translated/2026-05-18-17-24-33_translated_retail_trial-3_zh_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,telecom,TH,user,qwen3-235b,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],1,23,th,en,follows_agent_drift,False,False,ko,"<tool_call> {""success"": true, ""airplane_mode"": false, ""status_bar"": {""airplane_mode"": false, ""signal_strength"": ""\u0e44\u0e21\u0e48\u0e21\u0e35"", ""network_technology"": ""\u0e44\u0e25\u0e48\u0e21\u0e35"", ""mobile_data_enabled"": true, ""data_saver_mode"": false, ""wifi_enabled"": false, ""wifi_connected"": false, ""wifi_ssid"": null, ""vpn_connected"": false, ""battery_level"": 80}} </tool_call>",data/simulations/4-translated/2026-05-23-11-47-07_translated_telecom_trial-3_th_Qwen3-235B-A22B-Instruct-2507_vertex_agent_vertex_user
L2 Domain,telecom,TH,user,qwen3-235b,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],1,27,th,en,follows_agent_drift,False,False,en,"<tool_call> {""airplane_mode"": false, ""sim_status"": ""\u0e2b\u0e32\u0e44\u0e21\u0e48\u0e1e\u0e1a"", ""cellular_connection"": ""\u0e44\u0e21\u0e48\u0e21\u0e35\u0e1a\u0e23\u0e34\u0e01\u0e32\u0e23"", ""cellular_signal"": ""\u0e44\u0e21\u0e48\u0e21\u0e35"", ""cellular_network_type"": ""\u0e44\u0e21\u0e48\u0e21\u0e35"", ""mobile_data_enabled"": true, ""data_roaming_enabled"": false, ""wifi_enabled"": false, ""wifi_connected"": false, ""wifi_ssid"": null} </tool_call>",data/simulations/4-translated/2026-05-23-11-47-07_translated_telecom_trial-3_th_Qwen3-235B-A22B-Instruct-2507_vertex_agent_vertex_user
L2 Domain,telecom,TH,user,qwen3-235b,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],1,33,th,en,follows_agent_drift,False,False,en,"<tool_call> {""airplane_mode"": false, ""sim_status"": ""\u0e2b\u0e32\u0e44\u0e21\u0e48\u0e1e\u0e1a"", ""cellular_connection"": ""\u0e44\u0e21\u0e48\u0e21\u0e35\u0e1a\u0e23\u0e34\u0e01\u0e32\u0e23"", ""cellular_signal"": ""\u0e44\u0e21\u0e48\u0e21\u0e35"", ""cellular_network_type"": ""\u0e44\u0e21\u0e48\u0e21\u0e35"", ""mobile_data_enabled"": true, ""data_roaming_enabled"": false, ""wifi_enabled"": false, ""wifi_connected"": false, ""wifi_ssid"": null} </tool_call>",data/simulations/4-translated/2026-05-23-11-47-07_translated_telecom_trial-3_th_Qwen3-235B-A22B-Instruct-2507_vertex_agent_vertex_user
L2 Domain,telecom,TH,user,qwen3-235b,[mms_issue]break_app_storage_permission|data_usage_exceeded[PERSONA:Easy],2,41,th,en,follows_agent_drift,False,False,en,"<tool_call> {""name"": ""check_installed三大职业"", ""arguments"": {}} </tool_call>",data/simulations/4-translated/2026-05-23-11-47-07_translated_telecom_trial-3_th_Qwen3-235B-A22B-Instruct-2507_vertex_agent_vertex_user
L2 Domain,telecom,TH,user,qwen3-235b,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],0,51,th,en,follows_agent_drift,False,False,en,"<tool_call> {""success"": true, ""apn_reset"": false, ""network_restarted"": true, ""network_connection_status"": ""\u0e44\u0e21\u0e48\u0e21\u0e35\u0e1a\u0e23\u0e34\u0e01\u0e32\u0e23"", ""status_bar"": {""airplane_mode"": false, ""signal_strength"": ""\u0e44\u0e21\u0e48\u0e21\u0e35"", ""network_technology"": ""\u0e44\u0e21\u0e48\u0e21\u0e35"", ""mobile_data_enabled"": true, ""data_saver_mode"": false, ""wifi_enabled"": false, ""wifi_connected"": false, ""wifi_ssid"": null, ""vpn_connected"": false, ""battery_level"": 80}, ""apn_...",data/simulations/4-translated/2026-05-23-11-47-07_translated_telecom_trial-3_th_Qwen3-235B-A22B-Instruct-2507_vertex_agent_vertex_user
L2 Domain,telecom,TH,user,qwen3-235b,[mms_issue]break_app_both_permissions|data_usage_exceeded[PERSONA:Hard],1,33,th,en,follows_agent_drift,False,False,ko,"<tool_call> {""success"": true, ""mobile_data_enabled"": true, ""status_bar"": {""airplane_mode"": false, ""signal_strength"": ""\u0e14\u0e35"", ""network_technology"": ""5G"", ""mobile_data_enabled"": true, ""data_saver_mode"": false, ""wifi_enabled"": false, ""wifi_connected"": false, ""wifi_ssid"": null, ""vpn_connected"": false, ""battery_level"": 80}} </tool_call>",data/simulations/4-translated/2026-05-23-11-47-07_translated_telecom_trial-3_th_Qwen3-235B-A22B-Instruct-2507_vertex_agent_vertex_user
L2 Domain,telecom,TL,user,gpt-5-mini,[service_issue]overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],0,43,tl,en,follows_agent_drift,False,False,en,"Resuming your service now... Service for line L1002 (555-123-2002) has been successfully resumed. Next step: Please reboot your phone now and wait for 1–2 minutes after it turns back on. Then, check your status bar and let me know what you see (e.g., signal bars, network type like 4G/5G, or if it still says “walang serbisyo”). I’ll wait for your update.",data/simulations/4-translated/2026-05-24-02-05-40_telecom_tl_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,telecom,TL,user,qwen3-235b,[mobile_data_issue]bad_network_preference|user_abroad_roaming_enabled_off[PERSONA:Hard],0,13,tl,en,follows_agent_drift,False,False,en,"<tool_call> {""name"": ""check_roaming_status"", ""arguments"": {}} </tool_call>",data/simulations/4-translated/2026-05-23-13-36-40_translated_telecom_trial-3_tl_Qwen3-235B-A22B-Instruct-2507_vertex_agent_vertex_user
L2 Domain,telecom,TL,user,qwen3-235b,[mobile_data_issue]data_mode_off|data_usage_exceeded[PERSONA:None],0,67,tl,en,follows_agent_drift,False,False,ko,"<tool_call> {""success"": true, ""mobile_data_enabled"": true, ""status_bar"": {""airplane_mode"": false, ""signal_strength"": ""napakagaling"", ""network_technology"": ""5G"", ""mobile_data_enabled"": true, ""data_saver_mode"": false, ""wifi_enabled"": false, ""wifi_connected"": false, ""wifi_ssid"": null, ""vpn_connected"": false, ""battery_level"": 80}} </tool_call>",data/simulations/4-translated/2026-05-23-13-36-40_translated_telecom_trial-3_tl_Qwen3-235B-A22B-Instruct-2507_vertex_agent_vertex_user
L2 Domain,telecom,TL,user,qwen3-235b,[service_issue]break_apn_settings|contract_end_suspension|lock_sim_card_pin[PERSONA:Hard],1,9,tl,en,follows_agent_drift,False,False,en,"<tool_call> {""sim_status"": ""naka-lock ang PIN"", ""pin_attempts_remaining"": 3, ""puk_code_required"": false} </tool_call>",data/simulations/4-translated/2026-05-23-13-36-40_translated_telecom_trial-3_tl_Qwen3-235B-A22B-Instruct-2507_vertex_agent_vertex_user
L2 Domain,telecom,TL,agent,kimi-k2.5,[mobile_data_issue]bad_network_preference|bad_vpn|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],2,68,tl,en,follows_user_drift,False,False,ro,"Salamat din, John! Paalam at ingat! 😊",data/simulations/4-translated/2026-05-25-19-45-09_telecom_tl_kimi-k2.5_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Interaction,airline,ID,user,gpt-5-mini,17,1,23,id,en,follows_agent_drift,False,False,en,"{""payment_id"":""credit_card_7407366"", ""confirm"":""yes""}",data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,user,gpt-5-mini,42,1,23,id,ms,follows_agent_drift,False,False,en,Terima kasih telah membantu saya menyelesaikan masalah ini. Semua sudah sesuai. ###STOP###,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,user,gpt-5-mini,37,2,17,id,en,follows_agent_drift,False,False,en,"{ ""payment_id"": ""credit_card_9074831"", ""confirm_proceed"": ""yes"" }",data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,TL,user,gpt-5-mini,20,0,1,tl,en,follows_agent_drift,False,False,en,Gusto ko sanang mag-book ng one-way flight mula New York papuntong Seattle on May 20.,data/simulations/3-crosslingual/20260420_003625_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_filipino
L2 Interaction,airline,TL,user,gpt-5-mini,24,0,1,tl,en,follows_agent_drift,False,False,en,"Hi, my name is Mia Kim, at user ID ko ay mia_kim_4397. May reservation ako na H9ZU1C at kailangan ko i-remove si Ethan doon. Possible po ba yun?",data/simulations/3-crosslingual/20260420_003625_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_filipino
L2 Interaction,airline,TL,user,gpt-5-mini,21,0,17,tl,en,follows_agent_drift,False,False,en,"yes, apply Option A, use payment gift_card_6276644",data/simulations/3-crosslingual/20260420_003625_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_filipino
L2 Interaction,airline,TL,user,gpt-5-mini,8,1,1,tl,en,follows_agent_drift,False,False,en,Gusto ko lang mag-book ng one-way flight mula ORD papuntang PHL noong May 26.,data/simulations/3-crosslingual/20260420_003625_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_filipino
L2 Interaction,airline,TL,user,gpt-5-mini,20,1,1,tl,en,follows_agent_drift,False,False,en,Gusto ko sana mag-book ng one-way flight mula New York papuntang Seattle on May 20.,data/simulations/3-crosslingual/20260420_003625_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_filipino
